VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y
3916, 1168, -0.0784,  0.02269,  0.08916, -0.07944,  0.21306,  0.9738,  0.50196,  0.50196,  1.00,  1.00,  0.82801,  0.39591
3917, 1169, -0.07525,  0.018,  0.0923, -0.0936,  0.194,  0.97653,  0.50196,  0.50196,  1.00,  0.29831,  0.82815,  0.38468
3918, 1169, -0.07525,  0.018,  0.0923, -0.0936,  0.194,  0.97653,  0.50196,  0.50196,  1.00,  0.29831,  0.82815,  0.38468
3919, 1165, -0.07317,  0.01447,  0.09636, -0.10487,  0.17739,  0.97854,  0.50196,  0.50196,  1.00,  0.00,  0.82805,  0.37455
3920, 1162, -0.07368,  0.01884,  0.09365, -0.08922,  0.20356,  0.97499,  0.50196,  0.50196,  1.00,  0.00,  0.82455,  0.38307
3921, 1165, -0.07317,  0.01447,  0.09636, -0.10487,  0.17739,  0.97854,  0.50196,  0.50196,  1.00,  0.00,  0.82805,  0.37455
3922, 1169, -0.07525,  0.018,  0.0923, -0.0936,  0.194,  0.97653,  0.50196,  0.50196,  1.00,  0.29831,  0.82815,  0.38468
3923, 1170, -0.07396,  0.01399,  0.09569, -0.10682,  0.17272,  0.97916,  0.50196,  0.50196,  1.00,  0.00,  0.82988,  0.37538
3924, 1167, -0.07124,  0.02673,  0.09, -0.05057,  0.2671,  0.96234,  0.50196,  0.50196,  1.00,  0.00,  0.81308,  0.39418
3925, 1171, -0.08037,  0.03136,  0.08791, -0.04817,  0.2596,  0.96451,  0.50196,  0.50196,  1.00,  1.00,  0.82182,  0.41048
3926, 1166, -0.07577,  0.02514,  0.09019, -0.06577,  0.23738,  0.96919,  0.50196,  0.50196,  1.00,  1.00,  0.82138,  0.39608
3927, 1171, -0.08037,  0.03136,  0.08791, -0.04817,  0.2596,  0.96451,  0.50196,  0.50196,  1.00,  1.00,  0.82182,  0.41048
3928, 1168, -0.0784,  0.02269,  0.08916, -0.07944,  0.21306,  0.9738,  0.50196,  0.50196,  1.00,  1.00,  0.82801,  0.39591
3929, 1166, -0.07577,  0.02514,  0.09019, -0.06577,  0.23738,  0.96919,  0.50196,  0.50196,  1.00,  1.00,  0.82138,  0.39608
3930, 1171, -0.08037,  0.03136,  0.08791, -0.04817,  0.2596,  0.96451,  0.50196,  0.50196,  1.00,  1.00,  0.82182,  0.41048
3931, 1167, -0.07124,  0.02673,  0.09, -0.05057,  0.2671,  0.96234,  0.50196,  0.50196,  1.00,  0.00,  0.81308,  0.39418
3932, 1172, -0.07473,  0.03501,  0.08612, -0.01647,  0.30968,  0.9507,  0.50196,  0.50196,  1.00,  0.00,  0.80953,  0.41105
3933, 1172, -0.07473,  0.03501,  0.08612, -0.01647,  0.30968,  0.9507,  0.50196,  0.50196,  1.00,  0.00,  0.80953,  0.41105
3934, 1006, -0.08669,  0.03743,  0.0861, -0.03912,  0.27789,  0.95981,  0.50196,  0.50196,  1.00,  1.00,  0.82504,  0.42616
3935, 1171, -0.08037,  0.03136,  0.08791, -0.04817,  0.2596,  0.96451,  0.50196,  0.50196,  1.00,  1.00,  0.82182,  0.41048
3936, 1006, -0.08669,  0.03743,  0.0861, -0.03912,  0.27789,  0.95981,  0.50196,  0.50196,  1.00,  1.00,  0.82504,  0.42616
3937, 1172, -0.07473,  0.03501,  0.08612, -0.01647,  0.30968,  0.9507,  0.50196,  0.50196,  1.00,  0.00,  0.80953,  0.41105
3938, 1005, -0.08091,  0.04312,  0.08253,  0.00687,  0.34467,  0.93869,  0.50196,  0.50196,  1.00,  0.00,  0.80989,  0.43028
3939, 1007, -0.0908,  0.03179,  0.0853, -0.07129,  0.22947,  0.9707,  0.50196,  0.50196,  1.00,  1.00,  0.83689,  0.42236
3940, 1171, -0.08037,  0.03136,  0.08791, -0.04817,  0.2596,  0.96451,  0.50196,  0.50196,  1.00,  1.00,  0.82182,  0.41048
3941, 1006, -0.08669,  0.03743,  0.0861, -0.03912,  0.27789,  0.95981,  0.50196,  0.50196,  1.00,  1.00,  0.82504,  0.42616
3942, 1171, -0.08037,  0.03136,  0.08791, -0.04817,  0.2596,  0.96451,  0.50196,  0.50196,  1.00,  1.00,  0.82182,  0.41048
3943, 1007, -0.0908,  0.03179,  0.0853, -0.07129,  0.22947,  0.9707,  0.50196,  0.50196,  1.00,  1.00,  0.83689,  0.42236
3944, 1173, -0.08375,  0.02755,  0.08669, -0.07012,  0.22464,  0.97192,  0.50196,  0.50196,  1.00,  1.00,  0.83095,  0.40888
3945, 1168, -0.0784,  0.02269,  0.08916, -0.07944,  0.21306,  0.9738,  0.50196,  0.50196,  1.00,  1.00,  0.82801,  0.39591
3946, 1171, -0.08037,  0.03136,  0.08791, -0.04817,  0.2596,  0.96451,  0.50196,  0.50196,  1.00,  1.00,  0.82182,  0.41048
3947, 1173, -0.08375,  0.02755,  0.08669, -0.07012,  0.22464,  0.97192,  0.50196,  0.50196,  1.00,  1.00,  0.83095,  0.40888
3948, 1163, -0.07157,  0.01504,  0.09639, -0.10164,  0.18615,  0.97725,  0.50196,  0.50196,  1.00,  0.00,  0.82511,  0.37397
3949, 1165, -0.07317,  0.01447,  0.09636, -0.10487,  0.17739,  0.97854,  0.50196,  0.50196,  1.00,  0.00,  0.82805,  0.37455
3950, 1174, -0.07364,  0.01031,  0.09905, -0.11815,  0.15088,  0.98146,  0.50196,  0.50196,  1.00,  0.00,  0.83264,  0.36701
3951, 1165, -0.07317,  0.01447,  0.09636, -0.10487,  0.17739,  0.97854,  0.50196,  0.50196,  1.00,  0.00,  0.82805,  0.37455
3952, 1170, -0.07396,  0.01399,  0.09569, -0.10682,  0.17272,  0.97916,  0.50196,  0.50196,  1.00,  0.00,  0.82988,  0.37538
3953, 1174, -0.07364,  0.01031,  0.09905, -0.11815,  0.15088,  0.98146,  0.50196,  0.50196,  1.00,  0.00,  0.83264,  0.36701
3954, 1175, -0.06369,  0.01805,  0.11033, -0.09448,  0.22078,  0.97074,  0.50196,  0.50196,  1.00,  0.00,  0.80508,  0.35791
3955, 1176, -0.06471,  0.01248,  0.11509, -0.11667,  0.17825,  0.97704,  0.50196,  0.50196,  1.00,  0.00,  0.81057,  0.34599
3956, 1177, -0.06008,  0.01794,  0.10921, -0.09484,  0.23057,  0.96842,  0.50196,  0.50196,  1.00,  0.00,  0.79849,  0.35687
3957, 1176, -0.06471,  0.01248,  0.11509, -0.11667,  0.17825,  0.97704,  0.50196,  0.50196,  1.00,  0.00,  0.81057,  0.34599
3958, 1175, -0.06369,  0.01805,  0.11033, -0.09448,  0.22078,  0.97074,  0.50196,  0.50196,  1.00,  0.00,  0.80508,  0.35791
3959, 1178, -0.06613,  0.01256,  0.11566, -0.11651,  0.17447,  0.97774,  0.50196,  0.50196,  1.00,  0.00,  0.81326,  0.34611
3960, 1179, -0.06606,  0.01564,  0.10808, -0.10305,  0.19831,  0.97471,  0.50196,  0.50196,  1.00,  0.00,  0.81179,  0.36042
3961, 1178, -0.06613,  0.01256,  0.11566, -0.11651,  0.17447,  0.97774,  0.50196,  0.50196,  1.00,  0.00,  0.81326,  0.34611
3962, 1175, -0.06369,  0.01805,  0.11033, -0.09448,  0.22078,  0.97074,  0.50196,  0.50196,  1.00,  0.00,  0.80508,  0.35791
3963, 1178, -0.06613,  0.01256,  0.11566, -0.11651,  0.17447,  0.97774,  0.50196,  0.50196,  1.00,  0.00,  0.81326,  0.34611
3964, 1179, -0.06606,  0.01564,  0.10808, -0.10305,  0.19831,  0.97471,  0.50196,  0.50196,  1.00,  0.00,  0.81179,  0.36042
3965, 1180, -0.0677,  0.01133,  0.11452, -0.12004,  0.16206,  0.97945,  0.50196,  0.50196,  1.00,  0.00,  0.81704,  0.34756
3966, 1177, -0.06008,  0.01794,  0.10921, -0.09484,  0.23057,  0.96842,  0.50196,  0.50196,  1.00,  0.00,  0.79849,  0.35687
3967, 1181, -0.06252,  0.02383,  0.10526, -0.06726,  0.26405,  0.96216,  0.50196,  0.50196,  1.00,  0.00,  0.79835,  0.37025
3968, 1175, -0.06369,  0.01805,  0.11033, -0.09448,  0.22078,  0.97074,  0.50196,  0.50196,  1.00,  0.00,  0.80508,  0.35791
3969, 1181, -0.06252,  0.02383,  0.10526, -0.06726,  0.26405,  0.96216,  0.50196,  0.50196,  1.00,  0.00,  0.79835,  0.37025
3970, 1177, -0.06008,  0.01794,  0.10921, -0.09484,  0.23057,  0.96842,  0.50196,  0.50196,  1.00,  0.00,  0.79849,  0.35687
3971, 1182, -0.05755,  0.02363,  0.10386, -0.05975,  0.28871,  0.95555,  0.50196,  0.50196,  1.00,  0.00,  0.78947,  0.36797
3972, 1182, -0.05755,  0.02363,  0.10386, -0.05975,  0.28871,  0.95555,  0.50196,  0.50196,  1.00,  0.00,  0.78947,  0.36797
3973, 1183, -0.06316,  0.03211,  0.099, -0.02245,  0.32123,  0.94673,  0.50196,  0.50196,  1.00,  0.00,  0.79175,  0.38786
3974, 1181, -0.06252,  0.02383,  0.10526, -0.06726,  0.26405,  0.96216,  0.50196,  0.50196,  1.00,  0.00,  0.79835,  0.37025
3975, 1183, -0.06316,  0.03211,  0.099, -0.02245,  0.32123,  0.94673,  0.50196,  0.50196,  1.00,  0.00,  0.79175,  0.38786
3976, 1182, -0.05755,  0.02363,  0.10386, -0.05975,  0.28871,  0.95555,  0.50196,  0.50196,  1.00,  0.00,  0.78947,  0.36797
3977, 1184, -0.05626,  0.03277,  0.0959,  0.00445,  0.36802,  0.92981,  0.50196,  0.50196,  1.00,  0.00,  0.77843,  0.38619
3978, 1185, -0.06735,  0.02708,  0.09523, -0.04823,  0.27838,  0.95926,  0.50196,  0.50196,  1.00,  0.00,  0.80499,  0.38951
3979, 1181, -0.06252,  0.02383,  0.10526, -0.06726,  0.26405,  0.96216,  0.50196,  0.50196,  1.00,  0.00,  0.79835,  0.37025
3980, 1183, -0.06316,  0.03211,  0.099, -0.02245,  0.32123,  0.94673,  0.50196,  0.50196,  1.00,  0.00,  0.79175,  0.38786
3981, 1181, -0.06252,  0.02383,  0.10526, -0.06726,  0.26405,  0.96216,  0.50196,  0.50196,  1.00,  0.00,  0.79835,  0.37025
3982, 1185, -0.06735,  0.02708,  0.09523, -0.04823,  0.27838,  0.95926,  0.50196,  0.50196,  1.00,  0.00,  0.80499,  0.38951
3983, 1186, -0.06556,  0.02042,  0.10204, -0.0807,  0.23584,  0.96843,  0.50196,  0.50196,  1.00,  0.00,  0.80783,  0.37312
3984, 1175, -0.06369,  0.01805,  0.11033, -0.09448,  0.22078,  0.97074,  0.50196,  0.50196,  1.00,  0.00,  0.80508,  0.35791
3985, 1186, -0.06556,  0.02042,  0.10204, -0.0807,  0.23584,  0.96843,  0.50196,  0.50196,  1.00,  0.00,  0.80783,  0.37312
3986, 1179, -0.06606,  0.01564,  0.10808, -0.10305,  0.19831,  0.97471,  0.50196,  0.50196,  1.00,  0.00,  0.81179,  0.36042
3987, 1186, -0.06556,  0.02042,  0.10204, -0.0807,  0.23584,  0.96843,  0.50196,  0.50196,  1.00,  0.00,  0.80783,  0.37312
3988, 1175, -0.06369,  0.01805,  0.11033, -0.09448,  0.22078,  0.97074,  0.50196,  0.50196,  1.00,  0.00,  0.80508,  0.35791
3989, 1181, -0.06252,  0.02383,  0.10526, -0.06726,  0.26405,  0.96216,  0.50196,  0.50196,  1.00,  0.00,  0.79835,  0.37025
3990, 1183, -0.06316,  0.03211,  0.099, -0.02245,  0.32123,  0.94673,  0.50196,  0.50196,  1.00,  0.00,  0.79175,  0.38786
3991, 1187, -0.07185,  0.03344,  0.09025, -0.0219,  0.30567,  0.95189,  0.50196,  0.50196,  1.00,  0.00,  0.80499,  0.40522
3992, 1185, -0.06735,  0.02708,  0.09523, -0.04823,  0.27838,  0.95926,  0.50196,  0.50196,  1.00,  0.00,  0.80499,  0.38951
3993, 1187, -0.07185,  0.03344,  0.09025, -0.0219,  0.30567,  0.95189,  0.50196,  0.50196,  1.00,  0.00,  0.80499,  0.40522
3994, 1183, -0.06316,  0.03211,  0.099, -0.02245,  0.32123,  0.94673,  0.50196,  0.50196,  1.00,  0.00,  0.79175,  0.38786
3995, 1188, -0.06632,  0.0404,  0.0932,  0.01886,  0.36485,  0.93088,  0.50196,  0.50196,  1.00,  1.00,  0.78849,  0.40676
3996, 1184, -0.05626,  0.03277,  0.0959,  0.00445,  0.36802,  0.92981,  0.50196,  0.50196,  1.00,  0.00,  0.77843,  0.38619
3997, 1188, -0.06632,  0.0404,  0.0932,  0.01886,  0.36485,  0.93088,  0.50196,  0.50196,  1.00,  1.00,  0.78849,  0.40676
3998, 1183, -0.06316,  0.03211,  0.099, -0.02245,  0.32123,  0.94673,  0.50196,  0.50196,  1.00,  0.00,  0.79175,  0.38786
3999, 1188, -0.06632,  0.0404,  0.0932,  0.01886,  0.36485,  0.93088,  0.50196,  0.50196,  1.00,  1.00,  0.78849,  0.40676
4000, 1184, -0.05626,  0.03277,  0.0959,  0.00445,  0.36802,  0.92981,  0.50196,  0.50196,  1.00,  0.00,  0.77843,  0.38619
4001, 1189, -0.05747,  0.0442,  0.08741,  0.0719,  0.43366,  0.89821,  0.50196,  0.50196,  1.00,  0.00,  0.76874,  0.40929
4002, 1190, -0.07444,  0.05342,  0.08529,  0.06147,  0.42242,  0.9043,  0.50196,  0.50196,  1.00,  1.00,  0.78815,  0.43768
4003, 1187, -0.07185,  0.03344,  0.09025, -0.0219,  0.30567,  0.95189,  0.50196,  0.50196,  1.00,  0.00,  0.80499,  0.40522
4004, 1188, -0.06632,  0.0404,  0.0932,  0.01886,  0.36485,  0.93088,  0.50196,  0.50196,  1.00,  1.00,  0.78849,  0.40676
4005, 1187, -0.07185,  0.03344,  0.09025, -0.0219,  0.30567,  0.95189,  0.50196,  0.50196,  1.00,  0.00,  0.80499,  0.40522
4006, 1190, -0.07444,  0.05342,  0.08529,  0.06147,  0.42242,  0.9043,  0.50196,  0.50196,  1.00,  1.00,  0.78815,  0.43768
4007, 1191, -0.08065,  0.04345,  0.08383,  0.00704,  0.34482,  0.93863,  0.50196,  0.50196,  1.00,  0.00,  0.80788,  0.43075
4008, 997, -0.08308,  0.06516,  0.07843,  0.07961,  0.49222,  0.86682,  0.50196,  0.50196,  1.00,  1.00,  0.78979,  0.46629
4009, 1191, -0.08065,  0.04345,  0.08383,  0.00704,  0.34482,  0.93863,  0.50196,  0.50196,  1.00,  0.00,  0.80788,  0.43075
4010, 1190, -0.07444,  0.05342,  0.08529,  0.06147,  0.42242,  0.9043,  0.50196,  0.50196,  1.00,  1.00,  0.78815,  0.43768
4011, 1191, -0.08065,  0.04345,  0.08383,  0.00704,  0.34482,  0.93863,  0.50196,  0.50196,  1.00,  0.00,  0.80788,  0.43075
4012, 997, -0.08308,  0.06516,  0.07843,  0.07961,  0.49222,  0.86682,  0.50196,  0.50196,  1.00,  1.00,  0.78979,  0.46629
4013, 999, -0.09293,  0.05316,  0.07825,  0.00645,  0.3821,  0.9241,  0.50196,  0.50196,  1.00,  0.00,  0.81666,  0.4585
4014, 1190, -0.07444,  0.05342,  0.08529,  0.06147,  0.42242,  0.9043,  0.50196,  0.50196,  1.00,  1.00,  0.78815,  0.43768
4015, 998, -0.06828,  0.07287,  0.07002,  0.15114,  0.604,  0.78252,  0.50196,  0.50196,  1.00,  1.00,  0.75671,  0.47054
4016, 997, -0.08308,  0.06516,  0.07843,  0.07961,  0.49222,  0.86682,  0.50196,  0.50196,  1.00,  1.00,  0.78979,  0.46629
4017, 998, -0.06828,  0.07287,  0.07002,  0.15114,  0.604,  0.78252,  0.50196,  0.50196,  1.00,  1.00,  0.75671,  0.47054
4018, 1190, -0.07444,  0.05342,  0.08529,  0.06147,  0.42242,  0.9043,  0.50196,  0.50196,  1.00,  1.00,  0.78815,  0.43768
4019, 1192, -0.06037,  0.05811,  0.07835,  0.12674,  0.5079,  0.85203,  0.50196,  0.50196,  1.00,  0.00,  0.75914,  0.43742
4020, 1192, -0.06037,  0.05811,  0.07835,  0.12674,  0.5079,  0.85203,  0.50196,  0.50196,  1.00,  0.00,  0.75914,  0.43742
4021, 1188, -0.06632,  0.0404,  0.0932,  0.01886,  0.36485,  0.93088,  0.50196,  0.50196,  1.00,  1.00,  0.78849,  0.40676
4022, 1189, -0.05747,  0.0442,  0.08741,  0.0719,  0.43366,  0.89821,  0.50196,  0.50196,  1.00,  0.00,  0.76874,  0.40929
4023, 1188, -0.06632,  0.0404,  0.0932,  0.01886,  0.36485,  0.93088,  0.50196,  0.50196,  1.00,  1.00,  0.78849,  0.40676
4024, 1192, -0.06037,  0.05811,  0.07835,  0.12674,  0.5079,  0.85203,  0.50196,  0.50196,  1.00,  0.00,  0.75914,  0.43742
4025, 1190, -0.07444,  0.05342,  0.08529,  0.06147,  0.42242,  0.9043,  0.50196,  0.50196,  1.00,  1.00,  0.78815,  0.43768
4026, 1178, -0.06613,  0.01256,  0.11566, -0.11651,  0.17447,  0.97774,  0.50196,  0.50196,  1.00,  0.00,  0.81326,  0.34611
4027, 1180, -0.0677,  0.01133,  0.11452, -0.12004,  0.16206,  0.97945,  0.50196,  0.50196,  1.00,  0.00,  0.81704,  0.34756
4028, 1193, -0.07034,  0.00738,  0.12136, -0.13173,  0.1304,  0.98267,  0.50196,  0.50196,  1.00,  0.00,  0.82341,  0.33429
4029, 1176, -0.06471,  0.01248,  0.11509, -0.11667,  0.17825,  0.97704,  0.50196,  0.50196,  1.00,  0.00,  0.81057,  0.34599
4030, 1178, -0.06613,  0.01256,  0.11566, -0.11651,  0.17447,  0.97774,  0.50196,  0.50196,  1.00,  0.00,  0.81326,  0.34611
4031, 1193, -0.07034,  0.00738,  0.12136, -0.13173,  0.1304,  0.98267,  0.50196,  0.50196,  1.00,  0.00,  0.82341,  0.33429
4032, 1194, -0.1723,  0.06623,  0.01681, -0.84146,  0.51565,  0.16142,  0.50196,  0.50196,  1.00,  0.00,  0.92011,  0.62859
4033, 1195, -0.16898,  0.07282,  0.02501, -0.7887,  0.57104,  0.22776,  0.50196,  0.50196,  1.00,  0.00,  0.90459,  0.61486
4034, 1196, -0.17091,  0.07366,  0.01699, -0.80188,  0.57641,  0.15731,  0.50196,  0.50196,  1.00,  0.00,  0.90647,  0.62986
4035, 1195, -0.16898,  0.07282,  0.02501, -0.7887,  0.57104,  0.22776,  0.50196,  0.50196,  1.00,  0.00,  0.90459,  0.61486
4036, 1194, -0.1723,  0.06623,  0.01681, -0.84146,  0.51565,  0.16142,  0.50196,  0.50196,  1.00,  0.00,  0.92011,  0.62859
4037, 1197, -0.1706,  0.06526,  0.02475, -0.83087,  0.50531,  0.23307,  0.50196,  0.50196,  1.00,  0.00,  0.91856,  0.61278
4038, 1198, -0.17278,  0.07488,  0.0028, -0.81118,  0.58415,  0.02744,  0.50196,  0.50196,  1.00,  0.00,  0.90782,  0.65575
4039, 1194, -0.1723,  0.06623,  0.01681, -0.84146,  0.51565,  0.16142,  0.50196,  0.50196,  1.00,  0.00,  0.92011,  0.62859
4040, 1196, -0.17091,  0.07366,  0.01699, -0.80188,  0.57641,  0.15731,  0.50196,  0.50196,  1.00,  0.00,  0.90647,  0.62986
4041, 1194, -0.1723,  0.06623,  0.01681, -0.84146,  0.51565,  0.16142,  0.50196,  0.50196,  1.00,  0.00,  0.92011,  0.62859
4042, 1198, -0.17278,  0.07488,  0.0028, -0.81118,  0.58415,  0.02744,  0.50196,  0.50196,  1.00,  0.00,  0.90782,  0.65575
4043, 1199, -0.17378,  0.06639,  0.00388, -0.85339,  0.51978,  0.03946,  0.50196,  0.50196,  1.00,  0.00,  0.92279,  0.65316
4044, 1116, -0.17258,  0.07632, -0.00825, -0.80194,  0.59228, -0.07806,  0.50196,  0.50196,  1.00,  0.00,  0.90561,  0.67561
4045, 1199, -0.17378,  0.06639,  0.00388, -0.85339,  0.51978,  0.03946,  0.50196,  0.50196,  1.00,  0.00,  0.92279,  0.65316
4046, 1198, -0.17278,  0.07488,  0.0028, -0.81118,  0.58415,  0.02744,  0.50196,  0.50196,  1.00,  0.00,  0.90782,  0.65575
4047, 1199, -0.17378,  0.06639,  0.00388, -0.85339,  0.51978,  0.03946,  0.50196,  0.50196,  1.00,  0.00,  0.92279,  0.65316
4048, 1116, -0.17258,  0.07632, -0.00825, -0.80194,  0.59228, -0.07806,  0.50196,  0.50196,  1.00,  0.00,  0.90561,  0.67561
4049, 1119, -0.17312,  0.06619, -0.00886, -0.85018,  0.51867, -0.09047,  0.50196,  0.50196,  1.00,  0.00,  0.92339,  0.67807
4050, 1200, -0.16734,  0.08511,  0.00195, -0.74072,  0.67156,  0.0185,  0.50196,  0.50196,  1.00,  0.00,  0.88727,  0.65733
4051, 1116, -0.17258,  0.07632, -0.00825, -0.80194,  0.59228, -0.07806,  0.50196,  0.50196,  1.00,  0.00,  0.90561,  0.67561
4052, 1198, -0.17278,  0.07488,  0.0028, -0.81118,  0.58415,  0.02744,  0.50196,  0.50196,  1.00,  0.00,  0.90782,  0.65575
4053, 1116, -0.17258,  0.07632, -0.00825, -0.80194,  0.59228, -0.07806,  0.50196,  0.50196,  1.00,  0.00,  0.90561,  0.67561
4054, 1200, -0.16734,  0.08511,  0.00195, -0.74072,  0.67156,  0.0185,  0.50196,  0.50196,  1.00,  0.00,  0.88727,  0.65733
4055, 1117, -0.16813,  0.08645, -0.00939, -0.735,  0.67256, -0.08627,  0.50196,  0.50196,  1.00,  0.00,  0.88604,  0.67669
4056, 1200, -0.16734,  0.08511,  0.00195, -0.74072,  0.67156,  0.0185,  0.50196,  0.50196,  1.00,  0.00,  0.88727,  0.65733
4057, 1075, -0.1621,  0.09378, -0.01077, -0.66548,  0.74002, -0.09751,  0.50196,  0.50196,  1.00,  0.00,  0.86937,  0.67844
4058, 1117, -0.16813,  0.08645, -0.00939, -0.735,  0.67256, -0.08627,  0.50196,  0.50196,  1.00,  0.00,  0.88604,  0.67669
4059, 1075, -0.1621,  0.09378, -0.01077, -0.66548,  0.74002, -0.09751,  0.50196,  0.50196,  1.00,  0.00,  0.86937,  0.67844
4060, 1115, -0.16635,  0.08724, -0.01902, -0.71374,  0.67977, -0.16879,  0.50196,  0.50196,  1.00,  0.00,  0.88411,  0.69265
4061, 1117, -0.16813,  0.08645, -0.00939, -0.735,  0.67256, -0.08627,  0.50196,  0.50196,  1.00,  0.00,  0.88604,  0.67669
4062, 1076, -0.15142,  0.09597, -0.02666, -0.55608,  0.79297, -0.24894,  0.50196,  0.50196,  1.00,  0.00,  0.85263,  0.70675
4063, 1115, -0.16635,  0.08724, -0.01902, -0.71374,  0.67977, -0.16879,  0.50196,  0.50196,  1.00,  0.00,  0.88411,  0.69265
4064, 1075, -0.1621,  0.09378, -0.01077, -0.66548,  0.74002, -0.09751,  0.50196,  0.50196,  1.00,  0.00,  0.86937,  0.67844
4065, 1115, -0.16635,  0.08724, -0.01902, -0.71374,  0.67977, -0.16879,  0.50196,  0.50196,  1.00,  0.00,  0.88411,  0.69265
4066, 1076, -0.15142,  0.09597, -0.02666, -0.55608,  0.79297, -0.24894,  0.50196,  0.50196,  1.00,  0.00,  0.85263,  0.70675
4067, 1113, -0.15719,  0.0887, -0.03631, -0.61649,  0.71525, -0.32919,  0.50196,  0.50196,  1.00,  0.00,  0.86906,  0.72366
4068, 1078, -0.14031,  0.09789, -0.03779, -0.40771,  0.83332, -0.37329,  0.50196,  0.50196,  1.00,  1.00,  0.83619,  0.72788
4069, 1113, -0.15719,  0.0887, -0.03631, -0.61649,  0.71525, -0.32919,  0.50196,  0.50196,  1.00,  0.00,  0.86906,  0.72366
4070, 1076, -0.15142,  0.09597, -0.02666, -0.55608,  0.79297, -0.24894,  0.50196,  0.50196,  1.00,  0.00,  0.85263,  0.70675
4071, 1113, -0.15719,  0.0887, -0.03631, -0.61649,  0.71525, -0.32919,  0.50196,  0.50196,  1.00,  0.00,  0.86906,  0.72366
4072, 1078, -0.14031,  0.09789, -0.03779, -0.40771,  0.83332, -0.37329,  0.50196,  0.50196,  1.00,  1.00,  0.83619,  0.72788
4073, 1100, -0.1468,  0.08841, -0.04913, -0.47776,  0.73333, -0.4837,  0.50196,  0.50196,  1.00,  0.00,  0.85623,  0.74806
4074, 1079, -0.12654,  0.0989, -0.04681, -0.20523,  0.84839, -0.48797,  0.50196,  0.50196,  1.00,  1.00,  0.81673,  0.74808
4075, 1100, -0.1468,  0.08841, -0.04913, -0.47776,  0.73333, -0.4837,  0.50196,  0.50196,  1.00,  0.00,  0.85623,  0.74806
4076, 1078, -0.14031,  0.09789, -0.03779, -0.40771,  0.83332, -0.37329,  0.50196,  0.50196,  1.00,  1.00,  0.83619,  0.72788
4077, 1100, -0.1468,  0.08841, -0.04913, -0.47776,  0.73333, -0.4837,  0.50196,  0.50196,  1.00,  0.00,  0.85623,  0.74806
4078, 1079, -0.12654,  0.0989, -0.04681, -0.20523,  0.84839, -0.48797,  0.50196,  0.50196,  1.00,  1.00,  0.81673,  0.74808
4079, 1098, -0.13277,  0.08706, -0.05848, -0.27334,  0.72218, -0.6354,  0.50196,  0.50196,  1.00,  1.00,  0.83859,  0.77006
4080, 1086, -0.1079,  0.0944, -0.057,  0.01226,  0.78641, -0.61758,  0.50196,  0.50196,  1.00,  1.00,  0.79475,  0.77852
4081, 1098, -0.13277,  0.08706, -0.05848, -0.27334,  0.72218, -0.6354,  0.50196,  0.50196,  1.00,  1.00,  0.83859,  0.77006
4082, 1079, -0.12654,  0.0989, -0.04681, -0.20523,  0.84839, -0.48797,  0.50196,  0.50196,  1.00,  1.00,  0.81673,  0.74808
4083, 1075, -0.1621,  0.09378, -0.01077, -0.66548,  0.74002, -0.09751,  0.50196,  0.50196,  1.00,  0.00,  0.86937,  0.67844
4084, 1200, -0.16734,  0.08511,  0.00195, -0.74072,  0.67156,  0.0185,  0.50196,  0.50196,  1.00,  0.00,  0.88727,  0.65733
4085, 1081, -0.15875,  0.09563,  0.00173, -0.63879,  0.76921,  0.01616,  0.50196,  0.50196,  1.00,  0.00,  0.86311,  0.65753
4086, 1200, -0.16734,  0.08511,  0.00195, -0.74072,  0.67156,  0.0185,  0.50196,  0.50196,  1.00,  0.00,  0.88727,  0.65733
4087, 1201, -0.15509,  0.09623,  0.01647, -0.60025,  0.78508,  0.15278,  0.50196,  0.50196,  1.00,  0.00,  0.85776,  0.63214
4088, 1081, -0.15875,  0.09563,  0.00173, -0.63879,  0.76921,  0.01616,  0.50196,  0.50196,  1.00,  0.00,  0.86311,  0.65753
4089, 1073, -0.13919,  0.10521,  0.01583, -0.40218,  0.90212,  0.1563,  0.50196,  0.50196,  1.00,  0.00,  0.82582,  0.63169
4090, 1081, -0.15875,  0.09563,  0.00173, -0.63879,  0.76921,  0.01616,  0.50196,  0.50196,  1.00,  0.00,  0.86311,  0.65753
4091, 1201, -0.15509,  0.09623,  0.01647, -0.60025,  0.78508,  0.15278,  0.50196,  0.50196,  1.00,  0.00,  0.85776,  0.63214
4092, 1038, -0.15059,  0.09501,  0.0277, -0.55211,  0.79187,  0.26098,  0.50196,  0.50196,  1.00,  0.00,  0.85314,  0.61191
4093, 1073, -0.13919,  0.10521,  0.01583, -0.40218,  0.90212,  0.1563,  0.50196,  0.50196,  1.00,  0.00,  0.82582,  0.63169
4094, 1201, -0.15509,  0.09623,  0.01647, -0.60025,  0.78508,  0.15278,  0.50196,  0.50196,  1.00,  0.00,  0.85776,  0.63214
4095, 1073, -0.13919,  0.10521,  0.01583, -0.40218,  0.90212,  0.1563,  0.50196,  0.50196,  1.00,  0.00,  0.82582,  0.63169
