VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
9234,2281,-0.31642,-0.01716,-0.11544,-0.13813,0.67435,-0.69586,0.05067,0.72463,0.68457,1,1,0.50196,1,1,0.49777,0.45501,0.52072,0.51038,0.99946
9235,2297,-0.32396,-0.00412,-0.09516,-0.11234,0.86813,-0.43178,0.16999,0.47106,0.85559,1,1,0.50196,1,1,0.52911,0.44621,0.48896,0.50826,0.99981
9236,2282,-0.30718,-0.0091,-0.10466,-0.00143,0.87397,-0.44357,0.1271,0.46101,0.87048,1,1,0.50196,1,1,0.51643,0.46628,0.49268,0.50122,0.99994
9237,2448,-0.33322,-0.06056,-0.10241,-0.36128,-0.71163,-0.58635,-0.54561,0.6708,-0.44907,1,1,0.50196,1,1,0.44674,0.41707,0.50867,0.5022,0.99992
9238,2447,-0.34731,-0.04689,-0.10478,-0.57659,-0.42339,-0.67342,-0.41185,0.87796,-0.16744,1,1,0.50196,1,1,0.47134,0.40908,0.52057,0.48814,0.99944
9239,2272,-0.33791,-0.0444,-0.11241,-0.42766,-0.35172,-0.81389,-0.35072,0.90206,-0.17533,1,1,0.50196,1,1,0.46933,0.42305,0.49855,0.49704,0.99999
9240,2272,-0.33791,-0.0444,-0.11241,-0.42766,-0.35172,-0.81389,-0.35072,0.90206,-0.17533,1,1,0.50196,1,1,0.46933,0.42305,0.49855,0.49704,0.99999
9241,2276,-0.31721,-0.05936,-0.1131,-0.31321,-0.68964,-0.64197,-0.48617,0.69522,-0.48611,1,1,0.50196,1,1,0.44203,0.44156,0.49202,0.5037,0.99992
9242,2448,-0.33322,-0.06056,-0.10241,-0.36128,-0.71163,-0.58635,-0.54561,0.6708,-0.44907,1,1,0.50196,1,1,0.44674,0.41707,0.50867,0.5022,0.99992
9243,2278,-0.30917,-0.06805,-0.10284,-0.10823,-0.89678,-0.41922,-0.63691,0.37523,-0.63129,1,1,0.50196,1,1,0.42321,0.44,0.51697,0.49759,0.99971
9244,2448,-0.33322,-0.06056,-0.10241,-0.36128,-0.71163,-0.58635,-0.54561,0.6708,-0.44907,1,1,0.50196,1,1,0.44674,0.41707,0.50867,0.5022,0.99992
9245,2276,-0.31721,-0.05936,-0.1131,-0.31321,-0.68964,-0.64197,-0.48617,0.69522,-0.48611,1,1,0.50196,1,1,0.44203,0.44156,0.49202,0.5037,0.99992
9246,2448,-0.33322,-0.06056,-0.10241,-0.36128,-0.71163,-0.58635,-0.54561,0.6708,-0.44907,1,1,0.50196,1,1,0.44674,0.41707,0.50867,0.5022,0.99992
9247,2278,-0.30917,-0.06805,-0.10284,-0.10823,-0.89678,-0.41922,-0.63691,0.37523,-0.63129,1,1,0.50196,1,1,0.42321,0.44,0.51697,0.49759,0.99971
9248,2449,-0.31806,-0.07184,-0.09475,-0.07574,-0.92436,-0.36792,-0.80792,0.26836,-0.49957,1,1,0.50196,1,1,0.42645,0.42204,0.4945,0.49047,0.99988
9249,2279,-0.3016,-0.07066,-0.09413,0.25656,-0.9563,-0.00565,-0.66114,-0.19362,-0.69057,1,1,0.50196,1,1,0.40961,0.43864,0.4834,0.54676,0.99753
9250,2449,-0.31806,-0.07184,-0.09475,-0.07574,-0.92436,-0.36792,-0.80792,0.26836,-0.49957,1,1,0.50196,1,1,0.42645,0.42204,0.4945,0.49047,0.99988
9251,2278,-0.30917,-0.06805,-0.10284,-0.10823,-0.89678,-0.41922,-0.63691,0.37523,-0.63129,1,1,0.50196,1,1,0.42321,0.44,0.51697,0.49759,0.99971
9252,2449,-0.31806,-0.07184,-0.09475,-0.07574,-0.92436,-0.36792,-0.80792,0.26836,-0.49957,1,1,0.50196,1,1,0.42645,0.42204,0.4945,0.49047,0.99988
9253,2279,-0.3016,-0.07066,-0.09413,0.25656,-0.9563,-0.00565,-0.66114,-0.19362,-0.69057,1,1,0.50196,1,1,0.40961,0.43864,0.4834,0.54676,0.99753
9254,2450,-0.30585,-0.07188,-0.08862,0.28413,-0.94802,-0.03002,-0.73792,-0.22242,-0.59178,1,1,0.50196,1,1,0.40925,0.42696,0.54114,0.58486,0.99103
9255,2279,-0.3016,-0.07066,-0.09413,0.25656,-0.9563,-0.00565,-0.66114,-0.19362,-0.69057,1,1,0.50196,1,1,0.40961,0.43864,0.4834,0.54676,0.99753
9256,2451,-0.28555,-0.05489,-0.08185,0.51418,-0.11663,-0.83145,-0.645,-0.66199,-0.33141,1,1,0.50196,1,1,0.37859,0.43335,0.39864,0.34288,0.96372
9257,2450,-0.30585,-0.07188,-0.08862,0.28413,-0.94802,-0.03002,-0.73792,-0.22242,-0.59178,1,1,0.50196,1,1,0.40925,0.42696,0.54114,0.58486,0.99103
9258,2451,-0.28555,-0.05489,-0.08185,0.51418,-0.11663,-0.83145,-0.645,-0.66199,-0.33141,1,1,0.50196,1,1,0.37859,0.43335,0.39864,0.34288,0.96372
9259,2279,-0.3016,-0.07066,-0.09413,0.25656,-0.9563,-0.00565,-0.66114,-0.19362,-0.69057,1,1,0.50196,1,1,0.40961,0.43864,0.4834,0.54676,0.99753
9260,2285,-0.29132,-0.05553,-0.08345,0.76561,-0.53722,0.2706,-0.3411,-0.78303,-0.50145,1,1,0.50196,1,1,0.38336,0.44211,0.45613,0.51062,0.99796
9261,2452,-0.28868,-0.01161,-0.08199,0.84491,0.32689,0.34959,-0.11479,-0.54758,0.79054,1,1,0.50196,1,0,0.55397,0.4895,0.38226,0.38476,0.97208
9262,2453,-0.28604,-0.0267,-0.07913,0.92612,0.2692,-0.11235,0.22902,-0.43995,0.83483,1,1,0.50196,1,0,0.57855,0.50242,0.27372,0.65205,0.91914
9263,2454,-0.28579,-0.03123,-0.07764,0.95479,0.14103,-0.06271,0.12266,-0.46013,0.84149,1,1,0.50196,1,0,0.57532,0.50668,0.68756,0.42395,0.95721
9264,2453,-0.28604,-0.0267,-0.07913,0.92612,0.2692,-0.11235,0.22902,-0.43995,0.83483,1,1,0.50196,1,0,0.57855,0.50242,0.27372,0.65205,0.91914
9265,2452,-0.28868,-0.01161,-0.08199,0.84491,0.32689,0.34959,-0.11479,-0.54758,0.79054,1,1,0.50196,1,0,0.55397,0.4895,0.38226,0.38476,0.97208
9266,2455,-0.29525,-0.00649,-0.08172,0.82559,0.43317,0.27486,0.01215,-0.53475,0.80738,1,1,0.50196,1,0,0.55899,0.48114,0.16755,0.46781,0.87208
9267,2456,-0.28555,-0.05489,-0.08185,0.80429,-0.03318,-0.55783,-0.2078,-0.92774,-0.28688,1,1,0.50196,1,1,0.37859,0.43335,0.58638,0.4861,0.99229
9268,2457,-0.28579,-0.03123,-0.07764,0.96508,-0.08351,-0.04024,-0.07699,-0.90143,-0.41733,1,1,0.50196,1,0,0.35009,0.44597,0.34841,0.3621,0.95607
9269,2458,-0.28604,-0.0267,-0.07913,0.96828,0.00747,-0.09226,-0.01649,-0.91702,-0.39188,1,1,0.50196,1,0,0.34523,0.44285,0.53128,0.79401,0.90321
9270,2457,-0.28579,-0.03123,-0.07764,0.96508,-0.08351,-0.04024,-0.07699,-0.90143,-0.41733,1,1,0.50196,1,0,0.35009,0.44597,0.34841,0.3621,0.95607
9271,2456,-0.28555,-0.05489,-0.08185,0.80429,-0.03318,-0.55783,-0.2078,-0.92774,-0.28688,1,1,0.50196,1,1,0.37859,0.43335,0.58638,0.4861,0.99229
9272,2459,-0.29132,-0.05553,-0.08345,0.84207,-0.10185,-0.48346,-0.27237,-0.88756,-0.34693,1,1,0.50196,1,1,0.38336,0.44211,0.53568,0.10387,0.80299
9273,2460,-0.09332,0.10605,-0.04436,-0.94943,0.2872,0.02693,0.23236,0.6555,0.69885,1,1,0.50196,1,1,0.03148,0.8152,0.50249,0.49424,0.99996
9274,2461,-0.08684,0.1198,-0.04005,-0.71865,0.62823,-0.28603,0.14453,0.52514,0.82802,1,1,0.50196,1,1,0.05435,0.8335,0.49945,0.47449,0.99935
9275,2462,-0.08837,0.11204,-0.05103,-0.75535,0.58513,-0.27965,0.22721,0.61906,0.7349,1,1,0.50196,1,1,0.03145,0.83172,0.49234,0.57014,0.995
9276,2461,-0.08684,0.1198,-0.04005,-0.71865,0.62823,-0.28603,0.14453,0.52514,0.82802,1,1,0.50196,1,1,0.05435,0.8335,0.49945,0.47449,0.99935
9277,2460,-0.09332,0.10605,-0.04436,-0.94943,0.2872,0.02693,0.23236,0.6555,0.69885,1,1,0.50196,1,1,0.03148,0.8152,0.50249,0.49424,0.99996
9278,2463,-0.09246,0.11045,-0.03406,-0.97939,0.18131,-0.03623,0.08087,0.56171,0.81442,1,1,0.50196,1,1,0.0526,0.81239,0.49413,0.47641,0.99941
9279,2461,-0.08684,0.1198,-0.04005,-0.71865,0.62823,-0.28603,0.14453,0.52514,0.82802,1,1,0.50196,1,1,0.05435,0.8335,0.49945,0.47449,0.99935
9280,2464,-0.07876,0.11536,-0.05665,-0.27687,0.76665,-0.56436,0.21461,0.61051,0.74571,1,1,0.50196,1,1,0.03118,0.85182,0.50005,0.50025,1
9281,2462,-0.08837,0.11204,-0.05103,-0.75535,0.58513,-0.27965,0.22721,0.61906,0.7349,1,1,0.50196,1,1,0.03145,0.83172,0.49234,0.57014,0.995
9282,2464,-0.07876,0.11536,-0.05665,-0.27687,0.76665,-0.56436,0.21461,0.61051,0.74571,1,1,0.50196,1,1,0.03118,0.85182,0.50005,0.50025,1
9283,2461,-0.08684,0.1198,-0.04005,-0.71865,0.62823,-0.28603,0.14453,0.52514,0.82802,1,1,0.50196,1,1,0.05435,0.8335,0.49945,0.47449,0.99935
9284,2465,-0.07538,0.12462,-0.04416,-0.25837,0.82993,-0.48106,0.09351,0.51006,0.84502,1,1,0.50196,1,1,0.05416,0.85643,0.49985,0.49569,0.99998
9285,2465,-0.07538,0.12462,-0.04416,-0.25837,0.82993,-0.48106,0.09351,0.51006,0.84502,1,1,0.50196,1,1,0.05416,0.85643,0.49985,0.49569,0.99998
9286,2466,-0.06889,0.11431,-0.05811,0.43715,0.49165,-0.73016,0.22827,0.72376,0.62841,1,1,0.50196,1,1,0.02929,0.86709,0.53252,0.45633,0.99703
9287,2464,-0.07876,0.11536,-0.05665,-0.27687,0.76665,-0.56436,0.21461,0.61051,0.74571,1,1,0.50196,1,1,0.03118,0.85182,0.50005,0.50025,1
9288,2466,-0.06889,0.11431,-0.05811,0.43715,0.49165,-0.73016,0.22827,0.72376,0.62841,1,1,0.50196,1,1,0.02929,0.86709,0.53252,0.45633,0.99703
9289,2465,-0.07538,0.12462,-0.04416,-0.25837,0.82993,-0.48106,0.09351,0.51006,0.84502,1,1,0.50196,1,1,0.05416,0.85643,0.49985,0.49569,0.99998
9290,2467,-0.06058,0.12459,-0.04461,0.35047,0.65227,-0.66112,0.07745,0.68281,0.71709,1,1,0.50196,1,1,0.0526,0.88258,0.48829,0.51904,0.9995
9291,2467,-0.06058,0.12459,-0.04461,0.35047,0.65227,-0.66112,0.07745,0.68281,0.71709,1,1,0.50196,1,1,0.0526,0.88258,0.48829,0.51904,0.9995
9292,2468,-0.06111,0.10744,-0.05339,0.62919,0.31002,-0.6874,0.19842,0.79753,0.54138,1,1,0.50196,1,1,0.0222,0.88835,0.39746,0.64676,0.96685
9293,2466,-0.06889,0.11431,-0.05811,0.43715,0.49165,-0.73016,0.22827,0.72376,0.62841,1,1,0.50196,1,1,0.02929,0.86709,0.53252,0.45633,0.99703
9294,2468,-0.06111,0.10744,-0.05339,0.62919,0.31002,-0.6874,0.19842,0.79753,0.54138,1,1,0.50196,1,1,0.0222,0.88835,0.39746,0.64676,0.96685
9295,2467,-0.06058,0.12459,-0.04461,0.35047,0.65227,-0.66112,0.07745,0.68281,0.71709,1,1,0.50196,1,1,0.0526,0.88258,0.48829,0.51904,0.9995
9296,2469,-0.05467,0.11289,-0.04564,0.62221,0.35071,-0.68415,0.1725,0.79502,0.56459,1,1,0.50196,1,1,0.03717,0.89895,0.37585,0.70497,0.93883
9297,2470,-0.04964,0.1193,-0.03644,0.65173,0.40635,-0.63468,0.07663,0.79929,0.59035,1,1,0.50196,1,1,0.05485,0.90818,0.42756,0.66301,0.9671
9298,2469,-0.05467,0.11289,-0.04564,0.62221,0.35071,-0.68415,0.1725,0.79502,0.56459,1,1,0.50196,1,1,0.03717,0.89895,0.37585,0.70497,0.93883
9299,2467,-0.06058,0.12459,-0.04461,0.35047,0.65227,-0.66112,0.07745,0.68281,0.71709,1,1,0.50196,1,1,0.0526,0.88258,0.48829,0.51904,0.9995
9300,2460,-0.09332,0.10605,-0.04436,-0.94943,0.2872,0.02693,0.23236,0.6555,0.69885,1,1,0.50196,1,1,0.03148,0.8152,0.50249,0.49424,0.99996
9301,2471,-0.09026,0.09738,-0.03451,-0.84653,-0.51281,0.01009,-0.28928,0.49876,0.79984,1,1,0.50196,1,1,0.03617,0.79357,0.55712,0.53996,0.99512
9302,2463,-0.09246,0.11045,-0.03406,-0.97939,0.18131,-0.03623,0.08087,0.56171,0.81442,1,1,0.50196,1,1,0.0526,0.81239,0.49413,0.47641,0.99941
9303,2471,-0.09026,0.09738,-0.03451,-0.84653,-0.51281,0.01009,-0.28928,0.49876,0.79984,1,1,0.50196,1,1,0.03617,0.79357,0.55712,0.53996,0.99512
9304,2460,-0.09332,0.10605,-0.04436,-0.94943,0.2872,0.02693,0.23236,0.6555,0.69885,1,1,0.50196,1,1,0.03148,0.8152,0.50249,0.49424,0.99996
9305,2472,-0.09239,0.0996,-0.03907,-0.88965,-0.25266,0.33967,0.03748,0.7456,0.64029,1,1,0.50196,1,1,0.02991,0.80162,0.44377,0.42137,0.99057
9306,2473,-0.05245,0.13455,-0.02879,0.37673,0.68308,-0.62568,-0.06424,0.69308,0.71799,1,1,0.50196,1,1,0.08305,0.9004,0.5014,0.49481,0.99997
9307,2470,-0.04964,0.1193,-0.03644,0.65173,0.40635,-0.63468,0.07663,0.79929,0.59035,1,1,0.50196,1,1,0.05485,0.90818,0.42756,0.66301,0.9671
9308,2467,-0.06058,0.12459,-0.04461,0.35047,0.65227,-0.66112,0.07745,0.68281,0.71709,1,1,0.50196,1,1,0.0526,0.88258,0.48829,0.51904,0.9995
9309,2470,-0.04964,0.1193,-0.03644,0.65173,0.40635,-0.63468,0.07663,0.79929,0.59035,1,1,0.50196,1,1,0.05485,0.90818,0.42756,0.66301,0.9671
9310,2473,-0.05245,0.13455,-0.02879,0.37673,0.68308,-0.62568,-0.06424,0.69308,0.71799,1,1,0.50196,1,1,0.08305,0.9004,0.5014,0.49481,0.99997
9311,2474,-0.04481,0.12765,-0.02524,0.6963,0.43908,-0.56778,-0.06535,0.82655,0.55905,1,1,0.50196,1,1,0.0778,0.91882,0.42548,0.62228,0.97906
9312,2475,-0.04927,0.13935,-0.02129,0.41129,0.65218,-0.63679,-0.1422,0.73597,0.66191,1,1,0.50196,1,1,0.09707,0.911,0.48336,0.53065,0.99878
9313,2474,-0.04481,0.12765,-0.02524,0.6963,0.43908,-0.56778,-0.06535,0.82655,0.55905,1,1,0.50196,1,1,0.0778,0.91882,0.42548,0.62228,0.97906
9314,2473,-0.05245,0.13455,-0.02879,0.37673,0.68308,-0.62568,-0.06424,0.69308,0.71799,1,1,0.50196,1,1,0.08305,0.9004,0.5014,0.49481,0.99997
9315,2476,-0.05766,0.14372,-0.01554,-0.12195,0.86772,-0.48187,-0.01759,0.48353,0.87515,1,1,0.50196,1,1,0.11189,0.89364,0.51815,0.5251,0.99904
9316,2475,-0.04927,0.13935,-0.02129,0.41129,0.65218,-0.63679,-0.1422,0.73597,0.66191,1,1,0.50196,1,1,0.09707,0.911,0.48336,0.53065,0.99878
9317,2473,-0.05245,0.13455,-0.02879,0.37673,0.68308,-0.62568,-0.06424,0.69308,0.71799,1,1,0.50196,1,1,0.08305,0.9004,0.5014,0.49481,0.99997
9318,2477,-0.07208,0.13484,-0.02838,-0.27547,0.84703,-0.45226,0.03169,0.47706,0.87669,1,1,0.50196,1,1,0.08593,0.86274,0.49978,0.51227,0.99985
9319,2476,-0.05766,0.14372,-0.01554,-0.12195,0.86772,-0.48187,-0.01759,0.48353,0.87515,1,1,0.50196,1,1,0.11189,0.89364,0.51815,0.5251,0.99904
9320,2473,-0.05245,0.13455,-0.02879,0.37673,0.68308,-0.62568,-0.06424,0.69308,0.71799,1,1,0.50196,1,1,0.08305,0.9004,0.5014,0.49481,0.99997
9321,2467,-0.06058,0.12459,-0.04461,0.35047,0.65227,-0.66112,0.07745,0.68281,0.71709,1,1,0.50196,1,1,0.0526,0.88258,0.48829,0.51904,0.9995
9322,2477,-0.07208,0.13484,-0.02838,-0.27547,0.84703,-0.45226,0.03169,0.47706,0.87669,1,1,0.50196,1,1,0.08593,0.86274,0.49978,0.51227,0.99985
9323,2473,-0.05245,0.13455,-0.02879,0.37673,0.68308,-0.62568,-0.06424,0.69308,0.71799,1,1,0.50196,1,1,0.08305,0.9004,0.5014,0.49481,0.99997
9324,2477,-0.07208,0.13484,-0.02838,-0.27547,0.84703,-0.45226,0.03169,0.47706,0.87669,1,1,0.50196,1,1,0.08593,0.86274,0.49978,0.51227,0.99985
9325,2467,-0.06058,0.12459,-0.04461,0.35047,0.65227,-0.66112,0.07745,0.68281,0.71709,1,1,0.50196,1,1,0.0526,0.88258,0.48829,0.51904,0.9995
9326,2465,-0.07538,0.12462,-0.04416,-0.25837,0.82993,-0.48106,0.09351,0.51006,0.84502,1,1,0.50196,1,1,0.05416,0.85643,0.49985,0.49569,0.99998
9327,2477,-0.07208,0.13484,-0.02838,-0.27547,0.84703,-0.45226,0.03169,0.47706,0.87669,1,1,0.50196,1,1,0.08593,0.86274,0.49978,0.51227,0.99985
9328,2478,-0.06763,0.14419,-0.01151,-0.35725,0.85287,-0.38077,0.06681,0.42996,0.90037,1,1,0.50196,1,1,0.11975,0.87052,0.49558,0.50016,0.99998
9329,2476,-0.05766,0.14372,-0.01554,-0.12195,0.86772,-0.48187,-0.01759,0.48353,0.87515,1,1,0.50196,1,1,0.11189,0.89364,0.51815,0.5251,0.99904
9330,2478,-0.06763,0.14419,-0.01151,-0.35725,0.85287,-0.38077,0.06681,0.42996,0.90037,1,1,0.50196,1,1,0.11975,0.87052,0.49558,0.50016,0.99998
9331,2479,-0.05726,0.15049,-0.0055,0.06148,0.89227,-0.29512,0.12992,0.28241,0.89151,1,1,0.50196,1,1,0.13042,0.88963,0.54046,0.74417,0.93444
9332,2476,-0.05766,0.14372,-0.01554,-0.12195,0.86772,-0.48187,-0.01759,0.48353,0.87515,1,1,0.50196,1,1,0.11189,0.89364,0.51815,0.5251,0.99904
9333,2479,-0.05726,0.15049,-0.0055,0.06148,0.89227,-0.29512,0.12992,0.28241,0.89151,1,1,0.50196,1,1,0.13042,0.88963,0.54046,0.74417,0.93444
9334,2478,-0.06763,0.14419,-0.01151,-0.35725,0.85287,-0.38077,0.06681,0.42996,0.90037,1,1,0.50196,1,1,0.11975,0.87052,0.49558,0.50016,0.99998
9335,2480,-0.06501,0.15168,-0.00424,-0.28908,0.8918,-0.12208,-0.00381,0.13985,0.93857,1,1,0.50196,1,1,0.13397,0.87551,0.50119,0.49829,1
9336,2478,-0.06763,0.14419,-0.01151,-0.35725,0.85287,-0.38077,0.06681,0.42996,0.90037,1,1,0.50196,1,1,0.11975,0.87052,0.49558,0.50016,0.99998
9337,2481,-0.06989,0.14842,-0.00114,-0.59556,0.74454,0.15782,0.08723,-0.10207,0.93562,1,1,0.50196,1,1,0.13877,0.86399,0.66573,0.51457,0.97151
9338,2480,-0.06501,0.15168,-0.00424,-0.28908,0.8918,-0.12208,-0.00381,0.13985,0.93857,1,1,0.50196,1,1,0.13397,0.87551,0.50119,0.49829,1
9339,2482,-0.06702,0.14963,0.00259,-0.62268,0.73642,0.15149,-0.0617,-0.21378,0.93705,1,1,0.50196,1,1,0.14773,0.87075,0.6939,0.30035,0.91538
9340,2480,-0.06501,0.15168,-0.00424,-0.28908,0.8918,-0.12208,-0.00381,0.13985,0.93857,1,1,0.50196,1,1,0.13397,0.87551,0.50119,0.49829,1
9341,2481,-0.06989,0.14842,-0.00114,-0.59556,0.74454,0.15782,0.08723,-0.10207,0.93562,1,1,0.50196,1,1,0.13877,0.86399,0.66573,0.51457,0.97151
9342,2480,-0.06501,0.15168,-0.00424,-0.28908,0.8918,-0.12208,-0.00381,0.13985,0.93857,1,1,0.50196,1,1,0.13397,0.87551,0.50119,0.49829,1
9343,2482,-0.06702,0.14963,0.00259,-0.62268,0.73642,0.15149,-0.0617,-0.21378,0.93705,1,1,0.50196,1,1,0.14773,0.87075,0.6939,0.30035,0.91538
9344,2483,-0.06328,0.15328,0.00033,-0.36015,0.89208,-0.0227,-0.13766,-0.01379,0.95663,1,1,0.50196,1,1,0.1431,0.87883,0.50898,0.45168,0.99758
9345,2481,-0.06989,0.14842,-0.00114,-0.59556,0.74454,0.15782,0.08723,-0.10207,0.93562,1,1,0.50196,1,1,0.13877,0.86399,0.66573,0.51457,0.97151
9346,2478,-0.06763,0.14419,-0.01151,-0.35725,0.85287,-0.38077,0.06681,0.42996,0.90037,1,1,0.50196,1,1,0.11975,0.87052,0.49558,0.50016,0.99998
9347,2484,-0.0742,0.14093,-0.00805,-0.49844,0.81143,-0.30519,0.09951,0.40327,0.90965,1,1,0.50196,1,1,0.12267,0.85417,0.51672,0.52359,0.99916
9348,2484,-0.0742,0.14093,-0.00805,-0.49844,0.81143,-0.30519,0.09951,0.40327,0.90965,1,1,0.50196,1,1,0.12267,0.85417,0.51672,0.52359,0.99916
9349,2478,-0.06763,0.14419,-0.01151,-0.35725,0.85287,-0.38077,0.06681,0.42996,0.90037,1,1,0.50196,1,1,0.11975,0.87052,0.49558,0.50016,0.99998
9350,2477,-0.07208,0.13484,-0.02838,-0.27547,0.84703,-0.45226,0.03169,0.47706,0.87669,1,1,0.50196,1,1,0.08593,0.86274,0.49978,0.51227,0.99985
9351,2485,-0.08496,0.12984,-0.02162,-0.71207,0.657,-0.24515,0.1173,0.45372,0.88195,1,1,0.50196,1,1,0.09088,0.83483,0.49957,0.5273,0.99925
9352,2484,-0.0742,0.14093,-0.00805,-0.49844,0.81143,-0.30519,0.09951,0.40327,0.90965,1,1,0.50196,1,1,0.12267,0.85417,0.51672,0.52359,0.99916
9353,2477,-0.07208,0.13484,-0.02838,-0.27547,0.84703,-0.45226,0.03169,0.47706,0.87669,1,1,0.50196,1,1,0.08593,0.86274,0.49978,0.51227,0.99985
9354,2485,-0.08496,0.12984,-0.02162,-0.71207,0.657,-0.24515,0.1173,0.45372,0.88195,1,1,0.50196,1,1,0.09088,0.83483,0.49957,0.5273,0.99925
9355,2486,-0.08191,0.13894,-0.0041,-0.68079,0.68824,-0.2507,0.13199,0.45192,0.88224,1,1,0.50196,1,1,0.12606,0.83602,0.49528,0.498,0.99997
9356,2484,-0.0742,0.14093,-0.00805,-0.49844,0.81143,-0.30519,0.09951,0.40327,0.90965,1,1,0.50196,1,1,0.12267,0.85417,0.51672,0.52359,0.99916
9357,2486,-0.08191,0.13894,-0.0041,-0.68079,0.68824,-0.2507,0.13199,0.45192,0.88224,1,1,0.50196,1,1,0.12606,0.83602,0.49528,0.498,0.99997
9358,2487,-0.07568,0.14701,0.00279,-0.33928,0.87639,-0.27754,0.20179,0.35848,0.88772,1,1,0.50196,1,1,0.14146,0.84862,0.58969,0.67895,0.95819
9359,2484,-0.0742,0.14093,-0.00805,-0.49844,0.81143,-0.30519,0.09951,0.40327,0.90965,1,1,0.50196,1,1,0.12267,0.85417,0.51672,0.52359,0.99916
9360,2487,-0.07568,0.14701,0.00279,-0.33928,0.87639,-0.27754,0.20179,0.35848,0.88772,1,1,0.50196,1,1,0.14146,0.84862,0.58969,0.67895,0.95819
9361,2486,-0.08191,0.13894,-0.0041,-0.68079,0.68824,-0.2507,0.13199,0.45192,0.88224,1,1,0.50196,1,1,0.12606,0.83602,0.49528,0.498,0.99997
9362,2488,-0.08068,0.14596,0.00553,-0.67196,0.69489,-0.1531,0.11929,0.31878,0.91777,1,1,0.50196,1,1,0.1442,0.83786,0.4975,0.49252,0.99994
9363,2488,-0.08068,0.14596,0.00553,-0.67196,0.69489,-0.1531,0.11929,0.31878,0.91777,1,1,0.50196,1,1,0.1442,0.83786,0.4975,0.49252,0.99994
9364,2489,-0.07495,0.14931,0.008,-0.30317,0.92123,-0.19825,0.19275,0.26351,0.93376,1,1,0.50196,1,1,0.15094,0.84732,0.50076,0.74479,0.93598
9365,2487,-0.07568,0.14701,0.00279,-0.33928,0.87639,-0.27754,0.20179,0.35848,0.88772,1,1,0.50196,1,1,0.14146,0.84862,0.58969,0.67895,0.95819
9366,2489,-0.07495,0.14931,0.008,-0.30317,0.92123,-0.19825,0.19275,0.26351,0.93376,1,1,0.50196,1,1,0.15094,0.84732,0.50076,0.74479,0.93598
9367,2488,-0.08068,0.14596,0.00553,-0.67196,0.69489,-0.1531,0.11929,0.31878,0.91777,1,1,0.50196,1,1,0.1442,0.83786,0.4975,0.49252,0.99994
9368,2490,-0.07993,0.14814,0.01028,-0.67041,0.72501,-0.05969,0.15127,0.21921,0.95289,1,1,0.50196,1,1,0.15243,0.8384,0.5023,0.49853,0.99999
9369,2485,-0.08496,0.12984,-0.02162,-0.71207,0.657,-0.24515,0.1173,0.45372,0.88195,1,1,0.50196,1,1,0.09088,0.83483,0.49957,0.5273,0.99925
9370,2491,-0.08664,0.13173,-0.00078,-0.8188,0.56136,-0.12018,0.18835,0.46044,0.86748,1,1,0.50196,1,1,0.12486,0.81729,0.52863,0.49106,0.9991
9371,2486,-0.08191,0.13894,-0.0041,-0.68079,0.68824,-0.2507,0.13199,0.45192,0.88224,1,1,0.50196,1,1,0.12606,0.83602,0.49528,0.498,0.99997
9372,2491,-0.08664,0.13173,-0.00078,-0.8188,0.56136,-0.12018,0.18835,0.46044,0.86748,1,1,0.50196,1,1,0.12486,0.81729,0.52863,0.49106,0.9991
9373,2485,-0.08496,0.12984,-0.02162,-0.71207,0.657,-0.24515,0.1173,0.45372,0.88195,1,1,0.50196,1,1,0.09088,0.83483,0.49957,0.5273,0.99925
9374,2492,-0.08994,0.1214,-0.0161,-0.94742,0.30485,-0.09143,0.08802,0.52248,0.84646,1,1,0.50196,1,1,0.09082,0.81333,0.50134,0.51014,0.9999
9375,2492,-0.08994,0.1214,-0.0161,-0.94742,0.30485,-0.09143,0.08802,0.52248,0.84646,1,1,0.50196,1,1,0.09082,0.81333,0.50134,0.51014,0.9999
9376,2493,-0.09137,0.12661,0.00229,-0.91861,0.37078,-0.13667,0.09971,0.55214,0.82777,1,1,0.50196,1,1,0.12262,0.80242,0.49704,0.50266,0.99998
9377,2491,-0.08664,0.13173,-0.00078,-0.8188,0.56136,-0.12018,0.18835,0.46044,0.86748,1,1,0.50196,1,1,0.12486,0.81729,0.52863,0.49106,0.9991
9378,2493,-0.09137,0.12661,0.00229,-0.91861,0.37078,-0.13667,0.09971,0.55214,0.82777,1,1,0.50196,1,1,0.12262,0.80242,0.49704,0.50266,0.99998
9379,2494,-0.08714,0.13516,0.01059,-0.56535,0.79033,-0.0739,0.53985,0.47037,0.6514,1,1,0.50196,1,1,0.14408,0.80861,0.65391,0.61213,0.96232
9380,2491,-0.08664,0.13173,-0.00078,-0.8188,0.56136,-0.12018,0.18835,0.46044,0.86748,1,1,0.50196,1,1,0.12486,0.81729,0.52863,0.49106,0.9991
