VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
14805,4997,0.04554,-0.26632,-0.10542,-0.44641,0.82956,0.33548,-0.7578,-0.54985,0.35128,-1,1,0.50196,1,1,0.31302,0.16917,0.03316,0.02969,0.46788,0.84966,0.85596
14806,4996,0.06581,-0.25034,-0.11834,-0.44089,0.83456,0.33035,-0.42377,-0.51799,0.74304,-1,1,0.50196,1,1,0.2957,0.16657,0.03244,0.02958,0.46983,0.15601,0.86161
14807,4993,0.06227,-0.25119,-0.12093,-0.44089,0.83455,0.33036,-0.42476,-0.51824,0.74229,-1,1,0.50196,1,1,0.29577,0.16912,0.03244,0.02969,0.46882,0.84977,0.85593
14808,4996,0.06581,-0.25034,-0.11834,-0.44089,0.83456,0.33035,-0.42377,-0.51799,0.74304,-1,1,0.50196,1,1,0.2957,0.16657,0.03244,0.02958,0.46983,0.15601,0.86161
14809,4997,0.04554,-0.26632,-0.10542,-0.44641,0.82956,0.33548,-0.7578,-0.54985,0.35128,-1,1,0.50196,1,1,0.31302,0.16917,0.03316,0.02969,0.46788,0.84966,0.85596
14810,4998,0.04766,-0.26675,-0.10153,-0.4464,0.82957,0.33547,-0.75759,-0.54989,0.35168,-1,1,0.50196,1,1,0.31302,0.16659,0.03316,0.02959,0.4703,0.156,0.86164
14811,4999,0.02218,-0.28026,-0.10239,-0.45411,0.82495,0.3365,-0.89031,-0.43447,-0.13635,-1,1,0.50196,1,1,0.3303,0.16918,0.03388,0.02969,0.46813,0.84968,0.85596
14812,4998,0.04766,-0.26675,-0.10153,-0.4464,0.82957,0.33547,-0.75759,-0.54989,0.35168,-1,1,0.50196,1,1,0.31302,0.16659,0.03316,0.02959,0.4703,0.156,0.86164
14813,4997,0.04554,-0.26632,-0.10542,-0.44641,0.82956,0.33548,-0.7578,-0.54985,0.35128,-1,1,0.50196,1,1,0.31302,0.16917,0.03316,0.02969,0.46788,0.84966,0.85596
14814,4998,0.04766,-0.26675,-0.10153,-0.4464,0.82957,0.33547,-0.75759,-0.54989,0.35168,-1,1,0.50196,1,1,0.31302,0.16659,0.03316,0.02959,0.4703,0.156,0.86164
14815,4999,0.02218,-0.28026,-0.10239,-0.45411,0.82495,0.3365,-0.89031,-0.43447,-0.13635,-1,1,0.50196,1,1,0.3303,0.16918,0.03388,0.02969,0.46813,0.84968,0.85596
14816,5000,0.02233,-0.28187,-0.09824,-0.45411,0.82495,0.3365,-0.89031,-0.43447,-0.13636,-1,1,0.50196,1,1,0.3303,0.1666,0.03388,0.02959,0.46989,0.15604,0.86164
14817,5001,-0.00155,-0.28929,-0.11264,-0.46196,0.82197,0.3331,-0.78335,-0.20203,-0.58784,-1,1,0.50196,1,1,0.34759,0.16918,0.03461,0.02969,0.46861,0.84972,0.85596
14818,5000,0.02233,-0.28187,-0.09824,-0.45411,0.82495,0.3365,-0.89031,-0.43447,-0.13636,-1,1,0.50196,1,1,0.3303,0.1666,0.03388,0.02959,0.46989,0.15604,0.86164
14819,4999,0.02218,-0.28026,-0.10239,-0.45411,0.82495,0.3365,-0.89031,-0.43447,-0.13635,-1,1,0.50196,1,1,0.3303,0.16918,0.03388,0.02969,0.46813,0.84968,0.85596
14820,5000,0.02233,-0.28187,-0.09824,-0.45411,0.82495,0.3365,-0.89031,-0.43447,-0.13636,-1,1,0.50196,1,1,0.3303,0.1666,0.03388,0.02959,0.46989,0.15604,0.86164
14821,5001,-0.00155,-0.28929,-0.11264,-0.46196,0.82197,0.3331,-0.78335,-0.20203,-0.58784,-1,1,0.50196,1,1,0.34759,0.16918,0.03461,0.02969,0.46861,0.84972,0.85596
14822,5002,-0.0034,-0.29167,-0.10936,-0.46196,0.82197,0.3331,-0.78316,-0.2018,-0.58817,-1,1,0.50196,1,1,0.3476,0.1666,0.03461,0.02959,0.46927,0.1561,0.86164
14823,5003,-0.01927,-0.29098,-0.13343,-0.46779,0.82143,0.32623,-0.47125,0.08046,-0.87832,-1,1,0.50196,1,1,0.36484,0.16913,0.03533,0.02969,0.46672,0.84957,0.85594
14824,5002,-0.0034,-0.29167,-0.10936,-0.46196,0.82197,0.3331,-0.78316,-0.2018,-0.58817,-1,1,0.50196,1,1,0.3476,0.1666,0.03461,0.02959,0.46927,0.1561,0.86164
14825,5001,-0.00155,-0.28929,-0.11264,-0.46196,0.82197,0.3331,-0.78335,-0.20203,-0.58784,-1,1,0.50196,1,1,0.34759,0.16918,0.03461,0.02969,0.46861,0.84972,0.85596
14826,5002,-0.0034,-0.29167,-0.10936,-0.46196,0.82197,0.3331,-0.78316,-0.2018,-0.58817,-1,1,0.50196,1,1,0.3476,0.1666,0.03461,0.02959,0.46927,0.1561,0.86164
14827,5003,-0.01927,-0.29098,-0.13343,-0.46779,0.82143,0.32623,-0.47125,0.08046,-0.87832,-1,1,0.50196,1,1,0.36484,0.16913,0.03533,0.02969,0.46672,0.84957,0.85594
14828,5004,-0.02263,-0.2935,-0.1319,-0.4678,0.82143,0.32621,-0.4702,0.08123,-0.87882,-1,1,0.50196,1,1,0.36492,0.16657,0.03533,0.02959,0.47098,0.15591,0.86161
14829,5005,-0.02625,-0.28493,-0.15904,-0.47008,0.82346,0.31771,-0.25823,0.2159,-0.94165,-1,1,0.50196,1,1,0.38155,0.16929,0.03603,0.0297,0.44206,0.71104,0.94956
14830,5004,-0.02263,-0.2935,-0.1319,-0.4678,0.82143,0.32621,-0.4702,0.08123,-0.87882,-1,1,0.50196,1,1,0.36492,0.16657,0.03533,0.02959,0.47098,0.15591,0.86161
14831,5003,-0.01927,-0.29098,-0.13343,-0.46779,0.82143,0.32623,-0.47125,0.08046,-0.87832,-1,1,0.50196,1,1,0.36484,0.16913,0.03533,0.02969,0.46672,0.84957,0.85594
14832,5004,-0.02263,-0.2935,-0.1319,-0.4678,0.82143,0.32621,-0.4702,0.08123,-0.87882,-1,1,0.50196,1,1,0.36492,0.16657,0.03533,0.02959,0.47098,0.15591,0.86161
14833,5005,-0.02625,-0.28493,-0.15904,-0.47008,0.82346,0.31771,-0.25823,0.2159,-0.94165,-1,1,0.50196,1,1,0.38155,0.16929,0.03603,0.0297,0.44206,0.71104,0.94956
14834,5006,-0.0302,-0.28694,-0.15968,-0.47007,0.82346,0.31771,-0.25784,0.21614,-0.9417,-1,1,0.50196,1,1,0.38238,0.16665,0.03606,0.02959,0.61657,0.0746,0.73547
14835,5007,-0.00654,-0.25918,-0.20949,-0.55345,0.07771,-0.82925,0.39111,-0.85478,-0.34113,-1,1,0.50196,1,1,0.86431,0.929,0.739,0.50767,0.5003,0.49516,0.99998
14836,5008,-0.0116,-0.31071,-0.20368,-0.80008,-0.16021,-0.57811,0.41533,-0.8433,-0.34109,-1,1,0.50196,1,1,0.89436,0.90222,0.44077,0.77337,0.49982,0.49798,1
14837,5009,-0.02663,-0.27757,-0.18896,-0.83102,-0.12804,-0.5413,0.36186,-0.86352,-0.35128,-1,1,0.50196,1,1,0.86441,0.90155,0.73802,0.78002,0.50058,0.498,1
14838,5008,-0.0116,-0.31071,-0.20368,-0.80008,-0.16021,-0.57811,0.41533,-0.8433,-0.34109,-1,1,0.50196,1,1,0.89436,0.90222,0.44077,0.77337,0.49982,0.49798,1
14839,5007,-0.00654,-0.25918,-0.20949,-0.55345,0.07771,-0.82925,0.39111,-0.85478,-0.34113,-1,1,0.50196,1,1,0.86431,0.929,0.739,0.50767,0.5003,0.49516,0.99998
14840,5010,0.01086,-0.29152,-0.22444,-0.49648,0.08015,-0.86434,0.44396,-0.8322,-0.33219,-1,1,0.50196,1,1,0.89524,0.93039,0.43201,0.49384,0.50048,0.49859,1
14841,5011,0.02864,-0.24952,-0.22121,-0.3128,0.20846,-0.92666,0.4355,-0.83555,-0.33496,-1,1,0.50196,1,1,0.87353,0.95888,0.64747,0.21112,0.23932,0.75446,0.84249
14842,5010,0.01086,-0.29152,-0.22444,-0.49648,0.08015,-0.86434,0.44396,-0.8322,-0.33219,-1,1,0.50196,1,1,0.89524,0.93039,0.43201,0.49384,0.50048,0.49859,1
14843,5007,-0.00654,-0.25918,-0.20949,-0.55345,0.07771,-0.82925,0.39111,-0.85478,-0.34113,-1,1,0.50196,1,1,0.86431,0.929,0.739,0.50767,0.5003,0.49516,0.99998
14844,5010,0.01086,-0.29152,-0.22444,-0.49648,0.08015,-0.86434,0.44396,-0.8322,-0.33219,-1,1,0.50196,1,1,0.89524,0.93039,0.43201,0.49384,0.50048,0.49859,1
14845,5011,0.02864,-0.24952,-0.22121,-0.3128,0.20846,-0.92666,0.4355,-0.83555,-0.33496,-1,1,0.50196,1,1,0.87353,0.95888,0.64747,0.21112,0.23932,0.75446,0.84249
14846,5012,0.04342,-0.27263,-0.23111,-0.279,0.21751,-0.93533,0.45996,-0.82474,-0.32899,-1,1,0.50196,1,1,0.89696,0.96029,0.41501,0.19721,0.5005,0.50017,1
14847,5012,0.04342,-0.27263,-0.23111,-0.279,0.21751,-0.93533,0.45996,-0.82474,-0.32899,-1,1,0.50196,1,1,0.89696,0.96029,0.41501,0.19721,0.5005,0.50017,1
14848,5013,0.02791,-0.32354,-0.23564,-0.44543,0.00028,-0.89532,0.51789,-0.81564,-0.25791,-1,1,0.50196,1,1,0.92483,0.92937,0.13839,0.50402,0.50215,0.54515,0.99795
14849,5010,0.01086,-0.29152,-0.22444,-0.49648,0.08015,-0.86434,0.44396,-0.8322,-0.33219,-1,1,0.50196,1,1,0.89524,0.93039,0.43201,0.49384,0.50048,0.49859,1
14850,5013,0.02791,-0.32354,-0.23564,-0.44543,0.00028,-0.89532,0.51789,-0.81564,-0.25791,-1,1,0.50196,1,1,0.92483,0.92937,0.13839,0.50402,0.50215,0.54515,0.99795
14851,5012,0.04342,-0.27263,-0.23111,-0.279,0.21751,-0.93533,0.45996,-0.82474,-0.32899,-1,1,0.50196,1,1,0.89696,0.96029,0.41501,0.19721,0.5005,0.50017,1
14852,5014,0.05459,-0.29195,-0.23888,-0.26773,0.18096,-0.94635,0.48987,-0.82021,-0.29543,-1,1,0.50196,1,1,0.91584,0.96029,0.22762,0.19715,0.49878,0.50839,0.99993
14853,5010,0.01086,-0.29152,-0.22444,-0.49648,0.08015,-0.86434,0.44396,-0.8322,-0.33219,-1,1,0.50196,1,1,0.89524,0.93039,0.43201,0.49384,0.50048,0.49859,1
14854,5015,0.00559,-0.34395,-0.21576,-0.74482,-0.23697,-0.62377,0.50249,-0.81425,-0.29067,-1,1,0.50196,1,1,0.92435,0.90142,0.14314,0.7813,0.50307,0.54032,0.99836
14855,5008,-0.0116,-0.31071,-0.20368,-0.80008,-0.16021,-0.57811,0.41533,-0.8433,-0.34109,-1,1,0.50196,1,1,0.89436,0.90222,0.44077,0.77337,0.49982,0.49798,1
14856,5015,0.00559,-0.34395,-0.21576,-0.74482,-0.23697,-0.62377,0.50249,-0.81425,-0.29067,-1,1,0.50196,1,1,0.92435,0.90142,0.14314,0.7813,0.50307,0.54032,0.99836
14857,5010,0.01086,-0.29152,-0.22444,-0.49648,0.08015,-0.86434,0.44396,-0.8322,-0.33219,-1,1,0.50196,1,1,0.89524,0.93039,0.43201,0.49384,0.50048,0.49859,1
14858,5013,0.02791,-0.32354,-0.23564,-0.44543,0.00028,-0.89532,0.51789,-0.81564,-0.25791,-1,1,0.50196,1,1,0.92483,0.92937,0.13839,0.50402,0.50215,0.54515,0.99795
14859,4598,-0.00627,-0.13977,-0.12671,0.63509,0.76649,-0.09571,-0.70579,0.62617,0.33132,-1,1,0.50196,1,1,0.6678,0.89327,0.04799,0.05996,0.50286,0.51513,0.99976
14860,4535,-0.0182,-0.12949,-0.10171,0.64766,0.72012,0.24894,-0.7615,0.60079,0.24323,-1,1,0.50196,1,1,0.68118,0.87595,0.04855,0.05923,0.49205,0.5,0.99994
14861,4541,-0.0017,-0.14458,-0.10775,0.72981,0.64737,0.21976,-0.68317,0.67856,0.26988,-1,1,0.50196,1,1,0.66605,0.87595,0.04792,0.05923,0.49331,0.5,0.99996
14862,4541,-0.0017,-0.14458,-0.10775,0.72981,0.64737,0.21976,-0.68317,0.67856,0.26988,-1,1,0.50196,1,1,0.66605,0.87595,0.04792,0.05923,0.49331,0.5,0.99996
14863,4596,0.01038,-0.15634,-0.13662,0.71766,0.68948,-0.09793,-0.64041,0.70864,0.29615,-1,1,0.50196,1,1,0.64856,0.89483,0.04718,0.06002,0.49858,0.50414,0.99998
14864,4598,-0.00627,-0.13977,-0.12671,0.63509,0.76649,-0.09571,-0.70579,0.62617,0.33132,-1,1,0.50196,1,1,0.6678,0.89327,0.04799,0.05996,0.50286,0.51513,0.99976
14865,4596,0.01038,-0.15634,-0.13662,0.71766,0.68948,-0.09793,-0.64041,0.70864,0.29615,-1,1,0.50196,1,1,0.64856,0.89483,0.04718,0.06002,0.49858,0.50414,0.99998
14866,4541,-0.0017,-0.14458,-0.10775,0.72981,0.64737,0.21976,-0.68317,0.67856,0.26988,-1,1,0.50196,1,1,0.66605,0.87595,0.04792,0.05923,0.49331,0.5,0.99996
14867,4549,0.01367,-0.16248,-0.1148,0.77563,0.59852,0.20042,-0.63066,0.72201,0.28454,-1,1,0.50196,1,1,0.64825,0.87595,0.04717,0.05923,0.50056,0.5,1
14868,4549,0.01367,-0.16248,-0.1148,0.77563,0.59852,0.20042,-0.63066,0.72201,0.28454,-1,1,0.50196,1,1,0.64825,0.87595,0.04717,0.05923,0.50056,0.5,1
14869,4595,0.02368,-0.17215,-0.1449,0.70579,0.69628,-0.13063,-0.647,0.70864,0.28146,-1,1,0.50196,1,1,0.63165,0.89653,0.04648,0.06009,0.49833,0.48113,0.99964
14870,4596,0.01038,-0.15634,-0.13662,0.71766,0.68948,-0.09793,-0.64041,0.70864,0.29615,-1,1,0.50196,1,1,0.64856,0.89483,0.04718,0.06002,0.49858,0.50414,0.99998
14871,4595,0.02368,-0.17215,-0.1449,0.70579,0.69628,-0.13063,-0.647,0.70864,0.28146,-1,1,0.50196,1,1,0.63165,0.89653,0.04648,0.06009,0.49833,0.48113,0.99964
14872,4549,0.01367,-0.16248,-0.1148,0.77563,0.59852,0.20042,-0.63066,0.72201,0.28454,-1,1,0.50196,1,1,0.64825,0.87595,0.04717,0.05923,0.50056,0.5,1
14873,4553,0.02883,-0.17861,-0.12118,0.75373,0.62273,0.20999,-0.65669,0.70123,0.27755,-1,1,0.50196,1,1,0.63093,0.87595,0.04645,0.05923,0.50019,0.5,1
14874,5016,-0.0504,-0.12168,-0.12471,-0.02682,0.7207,-0.69273,-0.99268,-0.10085,-0.06648,-1,1,0.50196,1,1,0.71181,0.90326,0.04983,0.06037,0.46699,0.88548,0.81672
14875,4604,-0.04965,-0.1144,-0.11692,0.09954,0.83705,-0.53799,-0.99438,0.10325,-0.02334,-1,1,0.50196,1,1,0.7073,0.89436,0.04964,0.06,0.50599,0.50993,0.99987
14876,5017,-0.0399,-0.12242,-0.12575,0.08151,0.78131,-0.6188,-0.94492,0.25804,0.20134,-1,1,0.50196,1,1,0.70132,0.90406,0.04939,0.06041,0.44367,0.97438,0.64763
14877,4604,-0.04965,-0.1144,-0.11692,0.09954,0.83705,-0.53799,-0.99438,0.10325,-0.02334,-1,1,0.50196,1,1,0.7073,0.89436,0.04964,0.06,0.50599,0.50993,0.99987
14878,5016,-0.0504,-0.12168,-0.12471,-0.02682,0.7207,-0.69273,-0.99268,-0.10085,-0.06648,-1,1,0.50196,1,1,0.71181,0.90326,0.04983,0.06037,0.46699,0.88548,0.81672
14879,4606,-0.06185,-0.11925,-0.12167,-0.13976,0.68492,-0.71509,-0.89102,-0.402,-0.21089,-1,1,0.50196,1,1,0.72033,0.89781,0.05018,0.06015,0.49068,0.50256,0.99991
14880,5017,-0.0399,-0.12242,-0.12575,0.08151,0.78131,-0.6188,-0.94492,0.25804,0.20134,-1,1,0.50196,1,1,0.70132,0.90406,0.04939,0.06041,0.44367,0.97438,0.64763
14881,4604,-0.04965,-0.1144,-0.11692,0.09954,0.83705,-0.53799,-0.99438,0.10325,-0.02334,-1,1,0.50196,1,1,0.7073,0.89436,0.04964,0.06,0.50599,0.50993,0.99987
14882,4600,-0.02984,-0.12575,-0.12833,0.42467,0.84289,-0.33046,-0.82573,0.51027,0.24039,-1,1,0.50196,1,1,0.69021,0.90372,0.04893,0.06039,0.49377,0.82231,0.8822
14883,5016,-0.0504,-0.12168,-0.12471,-0.02682,0.7207,-0.69273,-0.99268,-0.10085,-0.06648,-1,1,0.50196,1,1,0.71181,0.90326,0.04983,0.06037,0.46699,0.88548,0.81672
14884,5018,-0.05733,-0.12388,-0.12621,-0.07148,0.66198,-0.74611,-0.90689,-0.35456,-0.2277,-1,1,0.50196,1,1,0.71975,0.90378,0.05016,0.0604,0.42965,0.91429,0.77095
14885,4606,-0.06185,-0.11925,-0.12167,-0.13976,0.68492,-0.71509,-0.89102,-0.402,-0.21089,-1,1,0.50196,1,1,0.72033,0.89781,0.05018,0.06015,0.49068,0.50256,0.99991
14886,4606,-0.06185,-0.11925,-0.12167,-0.13976,0.68492,-0.71509,-0.89102,-0.402,-0.21089,-1,1,0.50196,1,1,0.72033,0.89781,0.05018,0.06015,0.49068,0.50256,0.99991
14887,5018,-0.05733,-0.12388,-0.12621,-0.07148,0.66198,-0.74611,-0.90689,-0.35456,-0.2277,-1,1,0.50196,1,1,0.71975,0.90378,0.05016,0.0604,0.42965,0.91429,0.77095
14888,5019,-0.06151,-0.12669,-0.12812,-0.20934,0.65771,-0.7236,-0.70617,-0.61355,-0.35339,-1,1,0.50196,1,1,0.72609,0.90409,0.05042,0.06041,0.42245,0.84024,0.85808
14889,5019,-0.06151,-0.12669,-0.12812,-0.20934,0.65771,-0.7236,-0.70617,-0.61355,-0.35339,-1,1,0.50196,1,1,0.72609,0.90409,0.05042,0.06041,0.42245,0.84024,0.85808
14890,4608,-0.07258,-0.1248,-0.12249,-0.56381,0.44788,-0.69392,-0.37074,-0.88803,-0.27194,-1,1,0.50196,1,1,0.73159,0.89504,0.05065,0.06003,0.47434,0.52437,0.99875
14891,4606,-0.06185,-0.11925,-0.12167,-0.13976,0.68492,-0.71509,-0.89102,-0.402,-0.21089,-1,1,0.50196,1,1,0.72033,0.89781,0.05018,0.06015,0.49068,0.50256,0.99991
14892,4608,-0.07258,-0.1248,-0.12249,-0.56381,0.44788,-0.69392,-0.37074,-0.88803,-0.27194,-1,1,0.50196,1,1,0.73159,0.89504,0.05065,0.06003,0.47434,0.52437,0.99875
14893,5019,-0.06151,-0.12669,-0.12812,-0.20934,0.65771,-0.7236,-0.70617,-0.61355,-0.35339,-1,1,0.50196,1,1,0.72609,0.90409,0.05042,0.06041,0.42245,0.84024,0.85808
14894,4618,-0.06453,-0.13201,-0.13232,-0.40042,0.55112,-0.73207,-0.31533,-0.833,-0.45462,-1,1,0.50196,1,1,0.73424,0.90535,0.05077,0.06046,0.4158,0.92587,0.74808
14895,5020,0.14612,-0.33702,-0.21405,0.83789,0.45953,-0.29458,-0.37014,0.87497,0.31212,-1,1,0.50196,1,1,0.46433,0.90021,0.03949,0.06025,0.5062,0.48716,0.9998
14896,4570,0.14356,-0.32132,-0.17715,0.89321,0.42906,0.13448,-0.44892,0.83392,0.32101,-1,1,0.50196,1,1,0.48467,0.87595,0.04034,0.05923,0.49571,0.5,0.99998
14897,4575,0.15391,-0.34169,-0.18497,0.91264,0.39081,0.11978,-0.40795,0.85252,0.32678,-1,1,0.50196,1,1,0.46652,0.87595,0.03958,0.05923,0.49049,0.5,0.99991
14898,4570,0.14356,-0.32132,-0.17715,0.89321,0.42906,0.13448,-0.44892,0.83392,0.32101,-1,1,0.50196,1,1,0.48467,0.87595,0.04034,0.05923,0.49571,0.5,0.99998
14899,5020,0.14612,-0.33702,-0.21405,0.83789,0.45953,-0.29458,-0.37014,0.87497,0.31212,-1,1,0.50196,1,1,0.46433,0.90021,0.03949,0.06025,0.5062,0.48716,0.9998
14900,4583,0.13381,-0.31394,-0.20955,0.77674,0.53255,-0.33625,-0.44003,0.84083,0.31524,-1,1,0.50196,1,1,0.48466,0.90349,0.04034,0.06038,0.49864,0.48879,0.99987
14901,5021,0.14037,-0.33716,-0.22473,0.74422,0.48636,-0.45781,-0.37712,0.87168,0.31299,-1,1,0.50196,1,1,0.46351,0.90973,0.03945,0.06064,0.20534,0.81697,0.7504
14902,4583,0.13381,-0.31394,-0.20955,0.77674,0.53255,-0.33625,-0.44003,0.84083,0.31524,-1,1,0.50196,1,1,0.48466,0.90349,0.04034,0.06038,0.49864,0.48879,0.99987
14903,5020,0.14612,-0.33702,-0.21405,0.83789,0.45953,-0.29458,-0.37014,0.87497,0.31212,-1,1,0.50196,1,1,0.46433,0.90021,0.03949,0.06025,0.5062,0.48716,0.9998
14904,5022,0.15102,-0.34863,-0.21642,0.86421,0.43962,-0.24468,-0.35739,0.8787,0.31646,-1,1,0.50196,1,1,0.45451,0.89882,0.03907,0.06019,0.13019,0.7525,0.72245
14905,5021,0.14037,-0.33716,-0.22473,0.74422,0.48636,-0.45781,-0.37712,0.87168,0.31299,-1,1,0.50196,1,1,0.46351,0.90973,0.03945,0.06064,0.20534,0.81697,0.7504
14906,5020,0.14612,-0.33702,-0.21405,0.83789,0.45953,-0.29458,-0.37014,0.87497,0.31212,-1,1,0.50196,1,1,0.46433,0.90021,0.03949,0.06025,0.5062,0.48716,0.9998
14907,4575,0.15391,-0.34169,-0.18497,0.91264,0.39081,0.11978,-0.40795,0.85252,0.32678,-1,1,0.50196,1,1,0.46652,0.87595,0.03958,0.05923,0.49049,0.5,0.99991
14908,5022,0.15102,-0.34863,-0.21642,0.86421,0.43962,-0.24468,-0.35739,0.8787,0.31646,-1,1,0.50196,1,1,0.45451,0.89882,0.03907,0.06019,0.13019,0.7525,0.72245
14909,5020,0.14612,-0.33702,-0.21405,0.83789,0.45953,-0.29458,-0.37014,0.87497,0.31212,-1,1,0.50196,1,1,0.46433,0.90021,0.03949,0.06025,0.5062,0.48716,0.9998
14910,4583,0.13381,-0.31394,-0.20955,0.77674,0.53255,-0.33625,-0.44003,0.84083,0.31524,-1,1,0.50196,1,1,0.48466,0.90349,0.04034,0.06038,0.49864,0.48879,0.99987
14911,5021,0.14037,-0.33716,-0.22473,0.74422,0.48636,-0.45781,-0.37712,0.87168,0.31299,-1,1,0.50196,1,1,0.46351,0.90973,0.03945,0.06064,0.20534,0.81697,0.7504
14912,4586,0.11697,-0.31483,-0.23174,0.61793,0.54423,-0.56743,-0.44776,0.83683,0.315,-1,1,0.50196,1,1,0.48477,0.92551,0.04034,0.0613,0.32862,0.84417,0.81965
14913,5022,0.15102,-0.34863,-0.21642,0.86421,0.43962,-0.24468,-0.35739,0.8787,0.31646,-1,1,0.50196,1,1,0.45451,0.89882,0.03907,0.06019,0.13019,0.7525,0.72245
14914,4575,0.15391,-0.34169,-0.18497,0.91264,0.39081,0.11978,-0.40795,0.85252,0.32678,-1,1,0.50196,1,1,0.46652,0.87595,0.03958,0.05923,0.49049,0.5,0.99991
14915,5023,0.16634,-0.36815,-0.19511,0.91542,0.38496,0.11754,-0.40169,0.85518,0.32759,-1,1,0.50196,1,1,0.44374,0.87595,0.03862,0.05923,0.06259,0.5,0.25777
14916,4575,0.15391,-0.34169,-0.18497,0.91264,0.39081,0.11978,-0.40795,0.85252,0.32678,-1,1,0.50196,1,1,0.46652,0.87595,0.03958,0.05923,0.49049,0.5,0.99991
14917,4577,0.15241,-0.36748,-0.16552,0.88263,0.18982,0.43004,-0.35652,0.86657,0.34922,-1,1,0.50196,1,1,0.45451,0.85307,0.03907,0.05828,0.1302,0.24749,0.72245
14918,5023,0.16634,-0.36815,-0.19511,0.91542,0.38496,0.11754,-0.40169,0.85518,0.32759,-1,1,0.50196,1,1,0.44374,0.87595,0.03862,0.05923,0.06259,0.5,0.25777
14919,4579,0.06712,-0.21859,-0.16977,0.64531,0.71719,-0.2631,-0.65573,0.69671,0.29088,-1,1,0.50196,1,1,0.57948,0.90132,0.0443,0.06029,0.49994,0.4996,1
14920,4554,0.05143,-0.20194,-0.13044,0.73719,0.63995,0.21682,-0.6752,0.68555,0.27225,-1,1,0.50196,1,1,0.60544,0.87595,0.04538,0.05923,0.50157,0.5,1
14921,4564,0.07587,-0.22531,-0.13976,0.74811,0.62868,0.21234,-0.66308,0.6959,0.27576,-1,1,0.50196,1,1,0.57884,0.87595,0.04427,0.05923,0.49356,0.5,0.99996
14922,4554,0.05143,-0.20194,-0.13044,0.73719,0.63995,0.21682,-0.6752,0.68555,0.27225,-1,1,0.50196,1,1,0.60544,0.87595,0.04538,0.05923,0.50157,0.5,1
14923,4579,0.06712,-0.21859,-0.16977,0.64531,0.71719,-0.2631,-0.65573,0.69671,0.29088,-1,1,0.50196,1,1,0.57948,0.90132,0.0443,0.06029,0.49994,0.4996,1
14924,4593,0.04391,-0.19443,-0.15689,0.67054,0.71339,-0.20357,-0.65822,0.69868,0.28034,-1,1,0.50196,1,1,0.60698,0.89913,0.04545,0.0602,0.49756,0.52276,0.99948
14925,5024,-0.07786,-0.1519,-0.10838,0.99956,0.0049,-0.02942,-0.02982,0.17054,-0.9849,-1,1,0.50196,1,1,0.01567,0.24972,0.02073,0.03306,0.49502,0.47501,0.99935
14926,5025,-0.07455,-0.14615,-0.11839,0.91475,-0.21737,0.34056,0.37293,0.13001,-0.9187,-1,1,0.50196,1,1,0.02553,0.24708,0.02115,0.03295,0.48688,0.52501,0.9992
14927,5026,-0.06949,-0.11944,-0.0966,0.59658,-0.74718,-0.29296,-0.07228,0.31353,-0.94682,-1,1,0.50196,1,1,0.01567,0.2303,0.02073,0.03225,0.50263,0.53975,0.99841
14928,5027,-0.06039,-0.12853,-0.1254,0.80617,-0.58472,-0.09048,0.06286,0.23669,-0.96955,-1,1,0.50196,1,1,0.03452,0.23449,0.02152,0.03242,0.51512,0.50899,0.99969
14929,5026,-0.06949,-0.11944,-0.0966,0.59658,-0.74718,-0.29296,-0.07228,0.31353,-0.94682,-1,1,0.50196,1,1,0.01567,0.2303,0.02073,0.03225,0.50263,0.53975,0.99841
14930,5025,-0.07455,-0.14615,-0.11839,0.91475,-0.21737,0.34056,0.37293,0.13001,-0.9187,-1,1,0.50196,1,1,0.02553,0.24708,0.02115,0.03295,0.48688,0.52501,0.9992
14931,5026,-0.06949,-0.11944,-0.0966,0.59658,-0.74718,-0.29296,-0.07228,0.31353,-0.94682,-1,1,0.50196,1,1,0.01567,0.2303,0.02073,0.03225,0.50263,0.53975,0.99841
14932,5027,-0.06039,-0.12853,-0.1254,0.80617,-0.58472,-0.09048,0.06286,0.23669,-0.96955,-1,1,0.50196,1,1,0.03452,0.23449,0.02152,0.03242,0.51512,0.50899,0.99969
14933,5028,-0.0566,-0.12565,-0.12325,0.46609,-0.88253,-0.06248,0.21309,0.18051,-0.96021,-1,1,0.50196,1,1,0.03422,0.22922,0.02151,0.0322,0.56352,0.51268,0.99579
14934,5024,-0.07786,-0.1519,-0.10838,0.99956,0.0049,-0.02942,-0.02982,0.17054,-0.9849,-1,1,0.50196,1,1,0.01567,0.24972,0.02073,0.03306,0.49502,0.47501,0.99935
14935,5029,-0.06554,-0.18048,-0.13753,0.90126,0.08306,0.42524,0.36859,0.3689,-0.85326,-1,1,0.50196,1,1,0.02739,0.27086,0.02122,0.03394,0.50486,0.50021,0.99998
