VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD3.x, in_TEXCOORD3.y, in_TEXCOORD3.z
3669,781,-0.01182,0.07274,0.01077,-0.35819,-0.73005,-0.582,0.50196,0.50196,0,0,0.91202,0.88924,-0.37,-0.46133,0.8064,-1,0.49432,0.50694,0.99992
3670,785,-0.01084,0.07303,0.00963,-0.60541,-0.67597,-0.42017,0.50196,0.50196,0,0,0.90466,0.89255,-0.10556,-0.45505,0.88419,-1,0.45509,0.51213,0.99783
3671,784,-0.00802,0.06769,0.01287,-0.56958,-0.59218,-0.57001,0.50196,0.50196,0,0,0.90704,0.90609,-0.49609,-0.30526,0.81284,-1,0.5,0.5,1
3672,786,-0.00547,0.06779,0.00998,-0.69092,-0.60065,-0.4023,0.50196,0.50196,0,0,0.89681,0.91056,-0.27776,-0.29321,0.91481,-1,0.5,0.5,1
3673,784,-0.00802,0.06769,0.01287,-0.56958,-0.59218,-0.57001,0.50196,0.50196,0,0,0.90704,0.90609,-0.49609,-0.30526,0.81284,-1,0.5,0.5,1
3674,785,-0.01084,0.07303,0.00963,-0.60541,-0.67597,-0.42017,0.50196,0.50196,0,0,0.90466,0.89255,-0.10556,-0.45505,0.88419,-1,0.45509,0.51213,0.99783
3675,785,-0.01084,0.07303,0.00963,-0.60541,-0.67597,-0.42017,0.50196,0.50196,0,0,0.90466,0.89255,-0.10556,-0.45505,0.88419,-1,0.45509,0.51213,0.99783
3676,787,-0.01005,0.07352,0.00742,-0.63723,-0.70549,-0.31019,0.50196,0.50196,0,0,0.89651,0.89482,-0.07293,-0.34548,0.93559,-1,0.49738,0.48976,0.99989
3677,786,-0.00547,0.06779,0.00998,-0.69092,-0.60065,-0.4023,0.50196,0.50196,0,0,0.89681,0.91056,-0.27776,-0.29321,0.91481,-1,0.5,0.5,1
3678,788,-0.01192,0.07519,0.00711,-0.64847,-0.7058,-0.28518,0.50196,0.50196,0,0,0.90162,0.88233,-0.07971,-0.30961,0.94752,-1,0.50028,0.8514,0.8557
3679,787,-0.01005,0.07352,0.00742,-0.63723,-0.70549,-0.31019,0.50196,0.50196,0,0,0.89651,0.89482,-0.07293,-0.34548,0.93559,-1,0.49738,0.48976,0.99989
3680,785,-0.01084,0.07303,0.00963,-0.60541,-0.67597,-0.42017,0.50196,0.50196,0,0,0.90466,0.89255,-0.10556,-0.45505,0.88419,-1,0.45509,0.51213,0.99783
3681,787,-0.01005,0.07352,0.00742,-0.63723,-0.70549,-0.31019,0.50196,0.50196,0,0,0.89651,0.89482,-0.07293,-0.34548,0.93559,-1,0.49738,0.48976,0.99989
3682,788,-0.01192,0.07519,0.00711,-0.64847,-0.7058,-0.28518,0.50196,0.50196,0,0,0.90162,0.88233,-0.07971,-0.30961,0.94752,-1,0.50028,0.8514,0.8557
3683,789,-0.012,0.07598,0.00491,-0.59644,-0.77447,-0.21085,0.50196,0.50196,0,0,0.8936,0.88138,-0.09747,-0.19086,0.97677,-1,0.45917,0.50056,0.99833
3684,789,-0.012,0.07598,0.00491,-0.59644,-0.77447,-0.21085,0.50196,0.50196,0,0,0.8936,0.88138,-0.09747,-0.19086,0.97677,-1,0.45917,0.50056,0.99833
3685,790,-0.00894,0.07392,0.0041,-0.62869,-0.73297,-0.25982,0.50196,0.50196,0,0,0.88645,0.89871,-0.14936,-0.21408,0.96533,-1,0.483,0.4908,0.99963
3686,787,-0.01005,0.07352,0.00742,-0.63723,-0.70549,-0.31019,0.50196,0.50196,0,0,0.89651,0.89482,-0.07293,-0.34548,0.93559,-1,0.49738,0.48976,0.99989
3687,790,-0.00894,0.07392,0.0041,-0.62869,-0.73297,-0.25982,0.50196,0.50196,0,0,0.88645,0.89871,-0.14936,-0.21408,0.96533,-1,0.483,0.4908,0.99963
3688,789,-0.012,0.07598,0.00491,-0.59644,-0.77447,-0.21085,0.50196,0.50196,0,0,0.8936,0.88138,-0.09747,-0.19086,0.97677,-1,0.45917,0.50056,0.99833
3689,791,-0.01199,0.07626,0.00249,-0.49046,-0.85834,-0.15067,0.50196,0.50196,0,0,0.88684,0.88032,-0.16291,-0.07954,0.98343,-1,0.48355,0.52182,0.99925
3690,791,-0.01199,0.07626,0.00249,-0.49046,-0.85834,-0.15067,0.50196,0.50196,0,0,0.88684,0.88032,-0.16291,-0.07954,0.98343,-1,0.48355,0.52182,0.99925
3691,792,-0.00794,0.07471,-0.00006,-0.55251,-0.8335,0.00339,0.50196,0.50196,0,0,0.87695,0.89668,-0.19236,0.13147,0.97248,-1,0.5,0.5,1
3692,790,-0.00894,0.07392,0.0041,-0.62869,-0.73297,-0.25982,0.50196,0.50196,0,0,0.88645,0.89871,-0.14936,-0.21408,0.96533,-1,0.483,0.4908,0.99963
3693,793,-0.01197,0.07647,-0.00006,-0.40095,-0.9161,0.00205,0.50196,0.50196,0,0,0.88081,0.87927,-0.07016,0.03294,0.99699,-1,0.5,0.5,1
3694,792,-0.00794,0.07471,-0.00006,-0.55251,-0.8335,0.00339,0.50196,0.50196,0,0,0.87695,0.89668,-0.19236,0.13147,0.97248,-1,0.5,0.5,1
3695,791,-0.01199,0.07626,0.00249,-0.49046,-0.85834,-0.15067,0.50196,0.50196,0,0,0.88684,0.88032,-0.16291,-0.07954,0.98343,-1,0.48355,0.52182,0.99925
3696,794,-0.00368,0.06796,0.00492,-0.76221,-0.58152,-0.28436,0.50196,0.50196,0,0,0.88471,0.91341,-0.18925,-0.21991,0.95699,-1,0.5,0.5,1
3697,786,-0.00547,0.06779,0.00998,-0.69092,-0.60065,-0.4023,0.50196,0.50196,0,0,0.89681,0.91056,-0.27776,-0.29321,0.91481,-1,0.5,0.5,1
3698,787,-0.01005,0.07352,0.00742,-0.63723,-0.70549,-0.31019,0.50196,0.50196,0,0,0.89651,0.89482,-0.07293,-0.34548,0.93559,-1,0.49738,0.48976,0.99989
3699,787,-0.01005,0.07352,0.00742,-0.63723,-0.70549,-0.31019,0.50196,0.50196,0,0,0.89651,0.89482,-0.07293,-0.34548,0.93559,-1,0.49738,0.48976,0.99989
3700,790,-0.00894,0.07392,0.0041,-0.62869,-0.73297,-0.25982,0.50196,0.50196,0,0,0.88645,0.89871,-0.14936,-0.21408,0.96533,-1,0.483,0.4908,0.99963
3701,794,-0.00368,0.06796,0.00492,-0.76221,-0.58152,-0.28436,0.50196,0.50196,0,0,0.88471,0.91341,-0.18925,-0.21991,0.95699,-1,0.5,0.5,1
3702,795,-0.00181,0.06812,-0.00006,-0.79491,-0.60672,0.00389,0.50196,0.50196,0,0,0.87304,0.91556,-0.03476,0.05194,0.99804,-1,0.5,0.5,1
3703,794,-0.00368,0.06796,0.00492,-0.76221,-0.58152,-0.28436,0.50196,0.50196,0,0,0.88471,0.91341,-0.18925,-0.21991,0.95699,-1,0.5,0.5,1
3704,790,-0.00894,0.07392,0.0041,-0.62869,-0.73297,-0.25982,0.50196,0.50196,0,0,0.88645,0.89871,-0.14936,-0.21408,0.96533,-1,0.483,0.4908,0.99963
3705,790,-0.00894,0.07392,0.0041,-0.62869,-0.73297,-0.25982,0.50196,0.50196,0,0,0.88645,0.89871,-0.14936,-0.21408,0.96533,-1,0.483,0.4908,0.99963
3706,792,-0.00794,0.07471,-0.00006,-0.55251,-0.8335,0.00339,0.50196,0.50196,0,0,0.87695,0.89668,-0.19236,0.13147,0.97248,-1,0.5,0.5,1
3707,795,-0.00181,0.06812,-0.00006,-0.79491,-0.60672,0.00389,0.50196,0.50196,0,0,0.87304,0.91556,-0.03476,0.05194,0.99804,-1,0.5,0.5,1
3708,786,-0.00547,0.06779,0.00998,-0.69092,-0.60065,-0.4023,0.50196,0.50196,0,0,0.89681,0.91056,-0.27776,-0.29321,0.91481,-1,0.5,0.5,1
3709,794,-0.00368,0.06796,0.00492,-0.76221,-0.58152,-0.28436,0.50196,0.50196,0,0,0.88471,0.91341,-0.18925,-0.21991,0.95699,-1,0.5,0.5,1
3710,796,-0.00039,0.06203,0.0071,-0.88525,-0.33918,-0.31827,0.50196,0.50196,0,0,0.89074,0.93211,-0.23287,-0.26913,0.93453,-1,0.5,0.5,1
3711,796,-0.00039,0.06203,0.0071,-0.88525,-0.33918,-0.31827,0.50196,0.50196,0,0,0.89074,0.93211,-0.23287,-0.26913,0.93453,-1,0.5,0.5,1
3712,797,-0.00268,0.06192,0.01238,-0.79927,-0.34239,-0.49389,0.50196,0.50196,0,0,0.90097,0.9281,-0.39127,-0.32732,0.8601,-1,0.5,0.5,1
3713,786,-0.00547,0.06779,0.00998,-0.69092,-0.60065,-0.4023,0.50196,0.50196,0,0,0.89681,0.91056,-0.27776,-0.29321,0.91481,-1,0.5,0.5,1
3714,784,-0.00802,0.06769,0.01287,-0.56958,-0.59218,-0.57001,0.50196,0.50196,0,0,0.90704,0.90609,-0.49609,-0.30526,0.81284,-1,0.5,0.5,1
3715,786,-0.00547,0.06779,0.00998,-0.69092,-0.60065,-0.4023,0.50196,0.50196,0,0,0.89681,0.91056,-0.27776,-0.29321,0.91481,-1,0.5,0.5,1
3716,797,-0.00268,0.06192,0.01238,-0.79927,-0.34239,-0.49389,0.50196,0.50196,0,0,0.90097,0.9281,-0.39127,-0.32732,0.8601,-1,0.5,0.5,1
3717,798,-0.00141,0.05529,0.01169,-0.88043,0.09954,-0.46361,0.50196,0.50196,0,0,0.90666,0.9458,-0.44552,-0.50837,0.73694,-1,0.5,0.5,1
3718,797,-0.00268,0.06192,0.01238,-0.79927,-0.34239,-0.49389,0.50196,0.50196,0,0,0.90097,0.9281,-0.39127,-0.32732,0.8601,-1,0.5,0.5,1
3719,796,-0.00039,0.06203,0.0071,-0.88525,-0.33918,-0.31827,0.50196,0.50196,0,0,0.89074,0.93211,-0.23287,-0.26913,0.93453,-1,0.5,0.5,1
3720,796,-0.00039,0.06203,0.0071,-0.88525,-0.33918,-0.31827,0.50196,0.50196,0,0,0.89074,0.93211,-0.23287,-0.26913,0.93453,-1,0.5,0.5,1
3721,799,0.00082,0.05538,0.0064,-0.91509,0.1741,-0.36372,0.50196,0.50196,0,0,0.89873,0.95213,-0.40038,-0.49946,0.76827,-1,0.5,0.5,1
3722,798,-0.00141,0.05529,0.01169,-0.88043,0.09954,-0.46361,0.50196,0.50196,0,0,0.90666,0.9458,-0.44552,-0.50837,0.73694,-1,0.5,0.5,1
3723,800,0.00343,0.05534,-0.00006,-0.99286,0.11926,0.00263,0.50196,0.50196,0,0,0.88837,0.9611,-0.06176,-0.53276,0.84401,-1,0.5,0.5,1
3724,799,0.00082,0.05538,0.0064,-0.91509,0.1741,-0.36372,0.50196,0.50196,0,0,0.89873,0.95213,-0.40038,-0.49946,0.76827,-1,0.5,0.5,1
3725,796,-0.00039,0.06203,0.0071,-0.88525,-0.33918,-0.31827,0.50196,0.50196,0,0,0.89074,0.93211,-0.23287,-0.26913,0.93453,-1,0.5,0.5,1
3726,796,-0.00039,0.06203,0.0071,-0.88525,-0.33918,-0.31827,0.50196,0.50196,0,0,0.89074,0.93211,-0.23287,-0.26913,0.93453,-1,0.5,0.5,1
3727,801,0.00041,0.06353,-0.00006,-0.89656,-0.44291,0.00241,0.50196,0.50196,0,0,0.87461,0.93229,0.05146,-0.09875,0.99378,-1,0.5,0.5,1
3728,800,0.00343,0.05534,-0.00006,-0.99286,0.11926,0.00263,0.50196,0.50196,0,0,0.88837,0.9611,-0.06176,-0.53276,0.84401,-1,0.5,0.5,1
3729,801,0.00041,0.06353,-0.00006,-0.89656,-0.44291,0.00241,0.50196,0.50196,0,0,0.87461,0.93229,0.05146,-0.09875,0.99378,-1,0.5,0.5,1
3730,796,-0.00039,0.06203,0.0071,-0.88525,-0.33918,-0.31827,0.50196,0.50196,0,0,0.89074,0.93211,-0.23287,-0.26913,0.93453,-1,0.5,0.5,1
3731,794,-0.00368,0.06796,0.00492,-0.76221,-0.58152,-0.28436,0.50196,0.50196,0,0,0.88471,0.91341,-0.18925,-0.21991,0.95699,-1,0.5,0.5,1
3732,794,-0.00368,0.06796,0.00492,-0.76221,-0.58152,-0.28436,0.50196,0.50196,0,0,0.88471,0.91341,-0.18925,-0.21991,0.95699,-1,0.5,0.5,1
3733,795,-0.00181,0.06812,-0.00006,-0.79491,-0.60672,0.00389,0.50196,0.50196,0,0,0.87304,0.91556,-0.03476,0.05194,0.99804,-1,0.5,0.5,1
3734,801,0.00041,0.06353,-0.00006,-0.89656,-0.44291,0.00241,0.50196,0.50196,0,0,0.87461,0.93229,0.05146,-0.09875,0.99378,-1,0.5,0.5,1
3735,798,-0.00141,0.05529,0.01169,-0.88043,0.09954,-0.46361,0.50196,0.50196,0,0,0.90666,0.9458,-0.44552,-0.50837,0.73694,-1,0.5,0.5,1
3736,802,-0.0052,0.05546,0.01769,-0.64041,0.07041,-0.7648,0.50196,0.50196,0,0,0.919,0.93753,-0.66404,-0.55112,0.5053,-1,0.5,0.5,1
3737,797,-0.00268,0.06192,0.01238,-0.79927,-0.34239,-0.49389,0.50196,0.50196,0,0,0.90097,0.9281,-0.39127,-0.32732,0.8601,-1,0.5,0.5,1
3738,802,-0.0052,0.05546,0.01769,-0.64041,0.07041,-0.7648,0.50196,0.50196,0,0,0.919,0.93753,-0.66404,-0.55112,0.5053,-1,0.5,0.5,1
3739,803,-0.00618,0.06157,0.0177,-0.63935,-0.37711,-0.67009,0.50196,0.50196,0,0,0.91378,0.92243,-0.61237,-0.27731,0.74034,-1,0.5,0.5,1
3740,797,-0.00268,0.06192,0.01238,-0.79927,-0.34239,-0.49389,0.50196,0.50196,0,0,0.90097,0.9281,-0.39127,-0.32732,0.8601,-1,0.5,0.5,1
3741,804,-0.01098,0.06167,0.0206,-0.2297,-0.25196,-0.94008,0.50196,0.50196,0,0,0.92421,0.91883,-0.92003,-0.25885,0.29418,-1,0.5,0.5,1
3742,803,-0.00618,0.06157,0.0177,-0.63935,-0.37711,-0.67009,0.50196,0.50196,0,0,0.91378,0.92243,-0.61237,-0.27731,0.74034,-1,0.5,0.5,1
3743,802,-0.0052,0.05546,0.01769,-0.64041,0.07041,-0.7648,0.50196,0.50196,0,0,0.919,0.93753,-0.66404,-0.55112,0.5053,-1,0.5,0.5,1
3744,805,-0.01173,0.0548,0.01972,0.07394,0.19107,-0.97879,0.50196,0.50196,0,0,0.92969,0.93103,-0.91401,-0.3796,-0.14315,-1,0.5,0.5,1
3745,804,-0.01098,0.06167,0.0206,-0.2297,-0.25196,-0.94008,0.50196,0.50196,0,0,0.92421,0.91883,-0.92003,-0.25885,0.29418,-1,0.5,0.5,1
3746,802,-0.0052,0.05546,0.01769,-0.64041,0.07041,-0.7648,0.50196,0.50196,0,0,0.919,0.93753,-0.66404,-0.55112,0.5053,-1,0.5,0.5,1
3747,806,-0.01945,0.06214,0.01744,0.50047,-0.13801,-0.85468,0.50196,0.50196,0,0,0.94104,0.91332,-0.86411,-0.14032,-0.48334,-1,0.5,0.5,1
3748,804,-0.01098,0.06167,0.0206,-0.2297,-0.25196,-0.94008,0.50196,0.50196,0,0,0.92421,0.91883,-0.92003,-0.25885,0.29418,-1,0.5,0.5,1
3749,805,-0.01173,0.0548,0.01972,0.07394,0.19107,-0.97879,0.50196,0.50196,0,0,0.92969,0.93103,-0.91401,-0.3796,-0.14315,-1,0.5,0.5,1
3750,805,-0.01173,0.0548,0.01972,0.07394,0.19107,-0.97879,0.50196,0.50196,0,0,0.92969,0.93103,-0.91401,-0.3796,-0.14315,-1,0.5,0.5,1
3751,807,-0.01934,0.05504,0.01701,0.60861,0.14334,-0.78041,0.50196,0.50196,0,0,0.94584,0.92745,-0.76696,-0.14585,-0.6249,-1,0.5,0.5,1
3752,806,-0.01945,0.06214,0.01744,0.50047,-0.13801,-0.85468,0.50196,0.50196,0,0,0.94104,0.91332,-0.86411,-0.14032,-0.48334,-1,0.5,0.5,1
3753,808,-0.02367,0.06258,0.01236,0.84552,-0.06877,-0.5295,0.50196,0.50196,0,0,0.95402,0.911,-0.53249,-0.18178,-0.82669,-1,0.5,0.5,1
3754,806,-0.01945,0.06214,0.01744,0.50047,-0.13801,-0.85468,0.50196,0.50196,0,0,0.94104,0.91332,-0.86411,-0.14032,-0.48334,-1,0.5,0.5,1
3755,807,-0.01934,0.05504,0.01701,0.60861,0.14334,-0.78041,0.50196,0.50196,0,0,0.94584,0.92745,-0.76696,-0.14585,-0.6249,-1,0.5,0.5,1
3756,807,-0.01934,0.05504,0.01701,0.60861,0.14334,-0.78041,0.50196,0.50196,0,0,0.94584,0.92745,-0.76696,-0.14585,-0.6249,-1,0.5,0.5,1
3757,809,-0.02367,0.05463,0.01182,0.86514,0.09873,-0.49172,0.50196,0.50196,0,0,0.95893,0.9268,-0.48704,-0.0686,-0.87068,-1,0.5,0.5,1
3758,808,-0.02367,0.06258,0.01236,0.84552,-0.06877,-0.5295,0.50196,0.50196,0,0,0.95402,0.911,-0.53249,-0.18178,-0.82669,-1,0.5,0.5,1
3759,809,-0.02367,0.05463,0.01182,0.86514,0.09873,-0.49172,0.50196,0.50196,0,0,0.95893,0.9268,-0.48704,-0.0686,-0.87068,-1,0.5,0.5,1
3760,807,-0.01934,0.05504,0.01701,0.60861,0.14334,-0.78041,0.50196,0.50196,0,0,0.94584,0.92745,-0.76696,-0.14585,-0.6249,-1,0.5,0.5,1
3761,810,-0.01816,0.04939,0.01586,0.47966,0.50251,-0.71931,0.50196,0.50196,0,0,0.94679,0.93914,-0.83612,0.0131,-0.5484,-1,0.5,0.5,1
3762,807,-0.01934,0.05504,0.01701,0.60861,0.14334,-0.78041,0.50196,0.50196,0,0,0.94584,0.92745,-0.76696,-0.14585,-0.6249,-1,0.5,0.5,1
3763,805,-0.01173,0.0548,0.01972,0.07394,0.19107,-0.97879,0.50196,0.50196,0,0,0.92969,0.93103,-0.91401,-0.3796,-0.14315,-1,0.5,0.5,1
3764,810,-0.01816,0.04939,0.01586,0.47966,0.50251,-0.71931,0.50196,0.50196,0,0,0.94679,0.93914,-0.83612,0.0131,-0.5484,-1,0.5,0.5,1
3765,810,-0.01816,0.04939,0.01586,0.47966,0.50251,-0.71931,0.50196,0.50196,0,0,0.94679,0.93914,-0.83612,0.0131,-0.5484,-1,0.5,0.5,1
3766,811,-0.02283,0.0486,0.01158,0.63232,0.6727,-0.38424,0.50196,0.50196,0,0,0.95789,0.94114,-0.59059,0.09758,-0.80105,-1,0.5,0.5,1
3767,809,-0.02367,0.05463,0.01182,0.86514,0.09873,-0.49172,0.50196,0.50196,0,0,0.95893,0.9268,-0.48704,-0.0686,-0.87068,-1,0.5,0.5,1
3768,811,-0.02283,0.0486,0.01158,0.63232,0.6727,-0.38424,0.50196,0.50196,0,0,0.95789,0.94114,-0.59059,0.09758,-0.80105,-1,0.5,0.5,1
3769,810,-0.01816,0.04939,0.01586,0.47966,0.50251,-0.71931,0.50196,0.50196,0,0,0.94679,0.93914,-0.83612,0.0131,-0.5484,-1,0.5,0.5,1
3770,812,-0.0133,0.04671,0.01169,-0.03456,0.96826,-0.24755,0.50196,0.50196,0,0,0.93732,0.94991,-0.93135,-0.12104,-0.34341,-1,0.5,0.5,1
3771,810,-0.01816,0.04939,0.01586,0.47966,0.50251,-0.71931,0.50196,0.50196,0,0,0.94679,0.93914,-0.83612,0.0131,-0.5484,-1,0.5,0.5,1
3772,813,-0.01246,0.0484,0.01808,0.00938,0.70721,-0.70694,0.50196,0.50196,0,0,0.93288,0.93885,-0.95392,-0.20571,-0.21845,-1,0.5,0.5,1
3773,812,-0.0133,0.04671,0.01169,-0.03456,0.96826,-0.24755,0.50196,0.50196,0,0,0.93732,0.94991,-0.93135,-0.12104,-0.34341,-1,0.5,0.5,1
3774,810,-0.01816,0.04939,0.01586,0.47966,0.50251,-0.71931,0.50196,0.50196,0,0,0.94679,0.93914,-0.83612,0.0131,-0.5484,-1,0.5,0.5,1
3775,805,-0.01173,0.0548,0.01972,0.07394,0.19107,-0.97879,0.50196,0.50196,0,0,0.92969,0.93103,-0.91401,-0.3796,-0.14315,-1,0.5,0.5,1
3776,813,-0.01246,0.0484,0.01808,0.00938,0.70721,-0.70694,0.50196,0.50196,0,0,0.93288,0.93885,-0.95392,-0.20571,-0.21845,-1,0.5,0.5,1
3777,811,-0.02283,0.0486,0.01158,0.63232,0.6727,-0.38424,0.50196,0.50196,0,0,0.95789,0.94114,-0.59059,0.09758,-0.80105,-1,0.5,0.5,1
3778,812,-0.0133,0.04671,0.01169,-0.03456,0.96826,-0.24755,0.50196,0.50196,0,0,0.93732,0.94991,-0.93135,-0.12104,-0.34341,-1,0.5,0.5,1
3779,814,-0.01351,0.04581,0.00575,-0.02133,0.98996,-0.13973,0.50196,0.50196,0,0,0.94147,0.9601,-0.91283,-0.07629,-0.40116,-1,0.5,0.5,1
3780,814,-0.01351,0.04581,0.00575,-0.02133,0.98996,-0.13973,0.50196,0.50196,0,0,0.94147,0.9601,-0.91283,-0.07629,-0.40116,-1,0.5,0.5,1
3781,812,-0.0133,0.04671,0.01169,-0.03456,0.96826,-0.24755,0.50196,0.50196,0,0,0.93732,0.94991,-0.93135,-0.12104,-0.34341,-1,0.5,0.5,1
3782,815,-0.00358,0.04937,0.01151,-0.6154,0.71696,-0.32749,0.50196,0.50196,0,0,0.91503,0.95416,-0.78819,-0.56297,0.24862,-1,0.5,0.5,1
3783,815,-0.00358,0.04937,0.01151,-0.6154,0.71696,-0.32749,0.50196,0.50196,0,0,0.91503,0.95416,-0.78819,-0.56297,0.24862,-1,0.5,0.5,1
3784,816,-0.00213,0.0489,0.00658,-0.60634,0.76089,-0.23109,0.50196,0.50196,0,0,0.9118,0.96143,-0.78824,-0.53673,0.30098,-1,0.5,0.5,1
3785,814,-0.01351,0.04581,0.00575,-0.02133,0.98996,-0.13973,0.50196,0.50196,0,0,0.94147,0.9601,-0.91283,-0.07629,-0.40116,-1,0.5,0.5,1
3786,817,-0.02427,0.04822,0.00528,0.67898,0.71084,-0.18357,0.50196,0.50196,0,0,0.96751,0.94575,-0.40921,0.15884,-0.89851,-1,0.5,0.5,1
3787,811,-0.02283,0.0486,0.01158,0.63232,0.6727,-0.38424,0.50196,0.50196,0,0,0.95789,0.94114,-0.59059,0.09758,-0.80105,-1,0.5,0.5,1
3788,814,-0.01351,0.04581,0.00575,-0.02133,0.98996,-0.13973,0.50196,0.50196,0,0,0.94147,0.9601,-0.91283,-0.07629,-0.40116,-1,0.5,0.5,1
3789,817,-0.02427,0.04822,0.00528,0.67898,0.71084,-0.18357,0.50196,0.50196,0,0,0.96751,0.94575,-0.40921,0.15884,-0.89851,-1,0.5,0.5,1
3790,814,-0.01351,0.04581,0.00575,-0.02133,0.98996,-0.13973,0.50196,0.50196,0,0,0.94147,0.9601,-0.91283,-0.07629,-0.40116,-1,0.5,0.5,1
3791,818,-0.01341,0.04506,-0.00006,-0.01165,0.99993,0.00128,0.50196,0.50196,0,0,0.94521,0.9713,-0.91108,-0.01009,-0.41211,-1,0.5,0.5,1
3792,818,-0.01341,0.04506,-0.00006,-0.01165,0.99993,0.00128,0.50196,0.50196,0,0,0.94521,0.9713,-0.91108,-0.01009,-0.41211,-1,0.5,0.5,1
3793,814,-0.01351,0.04581,0.00575,-0.02133,0.98996,-0.13973,0.50196,0.50196,0,0,0.94147,0.9601,-0.91283,-0.07629,-0.40116,-1,0.5,0.5,1
3794,816,-0.00213,0.0489,0.00658,-0.60634,0.76089,-0.23109,0.50196,0.50196,0,0,0.9118,0.96143,-0.78824,-0.53673,0.30098,-1,0.5,0.5,1
3795,818,-0.01341,0.04506,-0.00006,-0.01165,0.99993,0.00128,0.50196,0.50196,0,0,0.94521,0.9713,-0.91108,-0.01009,-0.41211,-1,0.5,0.5,1
3796,819,-0.02506,0.04789,-0.00006,0.67861,0.7345,0.00169,0.50196,0.50196,0,0,0.97604,0.9512,-0.29724,0.27672,-0.91382,-1,0.5,0.5,1
3797,817,-0.02427,0.04822,0.00528,0.67898,0.71084,-0.18357,0.50196,0.50196,0,0,0.96751,0.94575,-0.40921,0.15884,-0.89851,-1,0.5,0.5,1
3798,816,-0.00213,0.0489,0.00658,-0.60634,0.76089,-0.23109,0.50196,0.50196,0,0,0.9118,0.96143,-0.78824,-0.53673,0.30098,-1,0.5,0.5,1
3799,820,-0.0009,0.04833,-0.00006,-0.59258,0.80551,0.00163,0.50196,0.50196,0,0,0.90834,0.97442,-0.76842,-0.5659,0.29882,-1,0.5,0.5,1
3800,818,-0.01341,0.04506,-0.00006,-0.01165,0.99993,0.00128,0.50196,0.50196,0,0,0.94521,0.9713,-0.91108,-0.01009,-0.41211,-1,0.5,0.5,1
3801,812,-0.0133,0.04671,0.01169,-0.03456,0.96826,-0.24755,0.50196,0.50196,0,0,0.93732,0.94991,-0.93135,-0.12104,-0.34341,-1,0.5,0.5,1
3802,813,-0.01246,0.0484,0.01808,0.00938,0.70721,-0.70694,0.50196,0.50196,0,0,0.93288,0.93885,-0.95392,-0.20571,-0.21845,-1,0.5,0.5,1
3803,821,-0.0066,0.05017,0.01669,-0.52826,0.56464,-0.63413,0.50196,0.50196,0,0,0.92417,0.94388,-0.7899,-0.60075,0.1231,-1,0.5,0.5,1
3804,821,-0.0066,0.05017,0.01669,-0.52826,0.56464,-0.63413,0.50196,0.50196,0,0,0.92417,0.94388,-0.7899,-0.60075,0.1231,-1,0.5,0.5,1
3805,815,-0.00358,0.04937,0.01151,-0.6154,0.71696,-0.32749,0.50196,0.50196,0,0,0.91503,0.95416,-0.78819,-0.56297,0.24862,-1,0.5,0.5,1
3806,812,-0.0133,0.04671,0.01169,-0.03456,0.96826,-0.24755,0.50196,0.50196,0,0,0.93732,0.94991,-0.93135,-0.12104,-0.34341,-1,0.5,0.5,1
3807,817,-0.02427,0.04822,0.00528,0.67898,0.71084,-0.18357,0.50196,0.50196,0,0,0.96751,0.94575,-0.40921,0.15884,-0.89851,-1,0.5,0.5,1
3808,819,-0.02506,0.04789,-0.00006,0.67861,0.7345,0.00169,0.50196,0.50196,0,0,0.97604,0.9512,-0.29724,0.27672,-0.91382,-1,0.5,0.5,1
3809,822,-0.02697,0.0538,-0.00006,0.99176,0.12807,0.00259,0.50196,0.50196,0,0,0.98346,0.92923,-0.00491,0.05824,-0.99829,-1,0.5,0.5,1
3810,822,-0.02697,0.0538,-0.00006,0.99176,0.12807,0.00259,0.50196,0.50196,0,0,0.98346,0.92923,-0.00491,0.05824,-0.99829,-1,0.5,0.5,1
3811,823,-0.02573,0.05409,0.00524,0.95925,0.10943,-0.26049,0.50196,0.50196,0,0,0.97247,0.92806,-0.26563,0.03506,-0.96344,-1,0.5,0.5,1
3812,817,-0.02427,0.04822,0.00528,0.67898,0.71084,-0.18357,0.50196,0.50196,0,0,0.96751,0.94575,-0.40921,0.15884,-0.89851,-1,0.5,0.5,1
3813,823,-0.02573,0.05409,0.00524,0.95925,0.10943,-0.26049,0.50196,0.50196,0,0,0.97247,0.92806,-0.26563,0.03506,-0.96344,-1,0.5,0.5,1
3814,809,-0.02367,0.05463,0.01182,0.86514,0.09873,-0.49172,0.50196,0.50196,0,0,0.95893,0.9268,-0.48704,-0.0686,-0.87068,-1,0.5,0.5,1
3815,811,-0.02283,0.0486,0.01158,0.63232,0.6727,-0.38424,0.50196,0.50196,0,0,0.95789,0.94114,-0.59059,0.09758,-0.80105,-1,0.5,0.5,1
3816,811,-0.02283,0.0486,0.01158,0.63232,0.6727,-0.38424,0.50196,0.50196,0,0,0.95789,0.94114,-0.59059,0.09758,-0.80105,-1,0.5,0.5,1
