VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z
1200, 1200, -0.08028, -0.12989,  0.98827
1201, 1201, -0.0157, -0.26606,  0.96383
1202, 1202, -0.15521, -0.25115,  0.95542
1203, 1203,  0.00,  0.00,  1.00
1204, 1204,  0.0682, -0.13641,  0.9883
1205, 1205, -0.08028, -0.12989,  0.98827
1206, 1206,  0.08028,  0.12989,  0.98827
1207, 1207,  0.15251,  0.00,  0.9883
1208, 1208,  0.00,  0.00,  1.00
1209, 1209,  0.15521,  0.25115,  0.95542
1210, 1210,  0.23095,  0.13303,  0.96383
1211, 1211,  0.08028,  0.12989,  0.98827
1212, 1212,  0.22109,  0.35774,  0.90727
1213, 1213,  0.29888,  0.25393,  0.91988
1214, 1214,  0.15521,  0.25115,  0.95542
1215, 1215, -0.22109, -0.35774,  0.90727
1216, 1216, -0.09345, -0.3809,  0.91988
1217, 1217, -0.16147, -0.47699,  0.86395
1218, 1218, -0.09345, -0.3809,  0.91988
1219, 1219, -0.02964, -0.5023,  0.86418
1220, 1220, -0.16147, -0.47699,  0.86395
1221, 1221, -0.15521, -0.25115,  0.95542
1222, 1222, -0.0157, -0.26606,  0.96383
1223, 1223, -0.09345, -0.3809,  0.91988
1224, 1224, -0.0157, -0.26606,  0.96383
1225, 1225,  0.05082, -0.3991,  0.9155
1226, 1226, -0.09345, -0.3809,  0.91988
1227, 1227, -0.09345, -0.3809,  0.91988
1228, 1228,  0.05082, -0.3991,  0.9155
1229, 1229, -0.02964, -0.5023,  0.86418
1230, 1230,  0.05082, -0.3991,  0.9155
1231, 1231,  0.11456, -0.51957,  0.84671
1232, 1232, -0.02964, -0.5023,  0.86418
1233, 1233, -0.08028, -0.12989,  0.98827
1234, 1234,  0.0682, -0.13641,  0.9883
1235, 1235, -0.0157, -0.26606,  0.96383
1236, 1236,  0.0682, -0.13641,  0.9883
1237, 1237,  0.1382, -0.2764,  0.95105
1238, 1238, -0.0157, -0.26606,  0.96383
1239, 1239, -0.0157, -0.26606,  0.96383
1240, 1240,  0.1382, -0.2764,  0.95105
1241, 1241,  0.05082, -0.3991,  0.9155
1242, 1242,  0.1382, -0.2764,  0.95105
1243, 1243,  0.20461, -0.40923,  0.88919
1244, 1244,  0.05082, -0.3991,  0.9155
1245, 1245,  0.05082, -0.3991,  0.9155
1246, 1246,  0.20461, -0.40923,  0.88919
1247, 1247,  0.11456, -0.51957,  0.84671
1248, 1248,  0.20461, -0.40923,  0.88919
1249, 1249,  0.26287, -0.52574,  0.80901
1250, 1250,  0.11456, -0.51957,  0.84671
1251, 1251,  0.00,  0.00,  1.00
1252, 1252,  0.15251,  0.00,  0.9883
1253, 1253,  0.0682, -0.13641,  0.9883
1254, 1254,  0.15251,  0.00,  0.9883
1255, 1255,  0.22662, -0.14006,  0.96386
1256, 1256,  0.0682, -0.13641,  0.9883
1257, 1257,  0.0682, -0.13641,  0.9883
1258, 1258,  0.22662, -0.14006,  0.96386
1259, 1259,  0.1382, -0.2764,  0.95105
1260, 1260,  0.22662, -0.14006,  0.96386
1261, 1261,  0.29665, -0.28012,  0.91298
1262, 1262,  0.1382, -0.2764,  0.95105
1263, 1263,  0.1382, -0.2764,  0.95105
1264, 1264,  0.29665, -0.28012,  0.91298
1265, 1265,  0.20461, -0.40923,  0.88919
1266, 1266,  0.29665, -0.28012,  0.91298
1267, 1267,  0.35712, -0.40923,  0.83964
1268, 1268,  0.20461, -0.40923,  0.88919
1269, 1269,  0.20461, -0.40923,  0.88919
1270, 1270,  0.35712, -0.40923,  0.83964
1271, 1271,  0.26287, -0.52574,  0.80901
1272, 1272,  0.35712, -0.40923,  0.83964
1273, 1273,  0.40501, -0.51957,  0.75234
1274, 1274,  0.26287, -0.52574,  0.80901
1275, 1275,  0.08028,  0.12989,  0.98827
1276, 1276,  0.23095,  0.13303,  0.96383
1277, 1277,  0.15251,  0.00,  0.9883
1278, 1278,  0.23095,  0.13303,  0.96383
1279, 1279,  0.30902,  0.00,  0.95106
1280, 1280,  0.15251,  0.00,  0.9883
1281, 1281,  0.15251,  0.00,  0.9883
1282, 1282,  0.30902,  0.00,  0.95106
1283, 1283,  0.22662, -0.14006,  0.96386
1284, 1284,  0.30902,  0.00,  0.95106
1285, 1285,  0.38321, -0.14006,  0.91298
1286, 1286,  0.22662, -0.14006,  0.96386
1287, 1287,  0.22662, -0.14006,  0.96386
1288, 1288,  0.38321, -0.14006,  0.91298
1289, 1289,  0.29665, -0.28012,  0.91298
1290, 1290,  0.38321, -0.14006,  0.91298
1291, 1291,  0.44721, -0.2764,  0.85065
1292, 1292,  0.29665, -0.28012,  0.91298
1293, 1293,  0.29665, -0.28012,  0.91298
1294, 1294,  0.44721, -0.2764,  0.85065
1295, 1295,  0.35712, -0.40923,  0.83964
1296, 1296,  0.44721, -0.2764,  0.85065
1297, 1297,  0.49701, -0.3991,  0.77052
1298, 1298,  0.35712, -0.40923,  0.83964
1299, 1299,  0.35712, -0.40923,  0.83964
1300, 1300,  0.49701, -0.3991,  0.77052
1301, 1301,  0.40501, -0.51957,  0.75234
1302, 1302,  0.49701, -0.3991,  0.77052
1303, 1303,  0.53194, -0.5023,  0.68171
1304, 1304,  0.40501, -0.51957,  0.75234
1305, 1305,  0.15521,  0.25115,  0.95542
1306, 1306,  0.29888,  0.25393,  0.91988
1307, 1307,  0.23095,  0.13303,  0.96383
1308, 1308,  0.29888,  0.25393,  0.91988
1309, 1309,  0.37968,  0.13303,  0.9155
1310, 1310,  0.23095,  0.13303,  0.96383
1311, 1311,  0.23095,  0.13303,  0.96383
1312, 1312,  0.37968,  0.13303,  0.9155
1313, 1313,  0.30902,  0.00,  0.95106
1314, 1314,  0.37968,  0.13303,  0.9155
1315, 1315,  0.45753,  0.00,  0.8892
1316, 1316,  0.30902,  0.00,  0.95106
1317, 1317,  0.30902,  0.00,  0.95106
1318, 1318,  0.45753,  0.00,  0.8892
1319, 1319,  0.38321, -0.14006,  0.91298
1320, 1320,  0.45753,  0.00,  0.8892
1321, 1321,  0.52573, -0.13641,  0.83964
1322, 1322,  0.38321, -0.14006,  0.91298
1323, 1323,  0.38321, -0.14006,  0.91298
1324, 1324,  0.52573, -0.13641,  0.83964
1325, 1325,  0.44721, -0.2764,  0.85065
1326, 1326,  0.52573, -0.13641,  0.83964
1327, 1327,  0.57923, -0.26607,  0.77052
1328, 1328,  0.44721, -0.2764,  0.85065
1329, 1329,  0.44721, -0.2764,  0.85065
1330, 1330,  0.57923, -0.26607,  0.77052
1331, 1331,  0.49701, -0.3991,  0.77052
1332, 1332,  0.57923, -0.26607,  0.77052
1333, 1333,  0.6163, -0.3809,  0.68927
1334, 1334,  0.49701, -0.3991,  0.77052
1335, 1335,  0.49701, -0.3991,  0.77052
1336, 1336,  0.6163, -0.3809,  0.68927
1337, 1337,  0.53194, -0.5023,  0.68171
1338, 1338,  0.6163, -0.3809,  0.68927
1339, 1339,  0.63845, -0.47699,  0.60404
1340, 1340,  0.53194, -0.5023,  0.68171
1341, 1341,  0.22109,  0.35774,  0.90727
1342, 1342,  0.35441,  0.35774,  0.86395
1343, 1343,  0.29888,  0.25393,  0.91988
1344, 1344,  0.35441,  0.35774,  0.86395
1345, 1345,  0.43601,  0.25115,  0.86419
1346, 1346,  0.29888,  0.25393,  0.91988
1347, 1347,  0.29888,  0.25393,  0.91988
1348, 1348,  0.43601,  0.25115,  0.86419
1349, 1349,  0.37968,  0.13303,  0.9155
1350, 1350,  0.43601,  0.25115,  0.86419
1351, 1351,  0.51595,  0.12989,  0.84672
1352, 1352,  0.37968,  0.13303,  0.9155
1353, 1353,  0.37968,  0.13303,  0.9155
1354, 1354,  0.51595,  0.12989,  0.84672
1355, 1355,  0.45753,  0.00,  0.8892
1356, 1356,  0.51595,  0.12989,  0.84672
1357, 1357,  0.58779,  0.00,  0.80902
1358, 1358,  0.45753,  0.00,  0.8892
1359, 1359,  0.45753,  0.00,  0.8892
1360, 1360,  0.58779,  0.00,  0.80902
1361, 1361,  0.52573, -0.13641,  0.83964
1362, 1362,  0.58779,  0.00,  0.80902
1363, 1363,  0.64584, -0.12989,  0.75234
1364, 1364,  0.52573, -0.13641,  0.83964
1365, 1365,  0.52573, -0.13641,  0.83964
1366, 1366,  0.64584, -0.12989,  0.75234
1367, 1367,  0.57923, -0.26607,  0.77052
1368, 1368,  0.64584, -0.12989,  0.75234
1369, 1369,  0.68716, -0.25115,  0.68172
1370, 1370,  0.57923, -0.26607,  0.77052
1371, 1371,  0.57923, -0.26607,  0.77052
1372, 1372,  0.68716, -0.25115,  0.68172
1373, 1373,  0.6163, -0.3809,  0.68927
1374, 1374,  0.68716, -0.25115,  0.68172
1375, 1375,  0.71215, -0.35774,  0.60404
1376, 1376,  0.6163, -0.3809,  0.68927
1377, 1377,  0.6163, -0.3809,  0.68927
1378, 1378,  0.71215, -0.35774,  0.60404
1379, 1379,  0.63845, -0.47699,  0.60404
1380, 1380,  0.71215, -0.35774,  0.60404
1381, 1381,  0.72361, -0.44722,  0.52573
1382, 1382,  0.63845, -0.47699,  0.60404
1383, 1383,  0.79455, -0.35774,  0.49063
1384, 1384,  0.77177, -0.47699,  0.42054
1385, 1385,  0.72361, -0.44722,  0.52573
1386, 1386,  0.8607, -0.25115,  0.44286
1387, 1387,  0.84598, -0.3809,  0.37314
1388, 1388,  0.79455, -0.35774,  0.49063
1389, 1389,  0.9151, -0.12989,  0.38174
1390, 1390,  0.9118, -0.26606,  0.31277
1391, 1391,  0.8607, -0.25115,  0.44286
1392, 1392,  0.95106,  0.00,  0.30901
1393, 1393,  0.96101, -0.13641,  0.24053
1394, 1394,  0.9151, -0.12989,  0.38174
1395, 1395,  0.96471,  0.12989,  0.22904
1396, 1396,  0.98706,  0.00,  0.16036
1397, 1397,  0.95106,  0.00,  0.30901
1398, 1398,  0.95663,  0.25115,  0.14762
1399, 1399,  0.98802,  0.13303,  0.07819
1400, 1400,  0.96471,  0.12989,  0.22904
1401, 1401,  0.93119,  0.35774,  0.07009
1402, 1402,  0.96722,  0.25393,  0.00
1403, 1403,  0.95663,  0.25115,  0.14762
1404, 1404,  0.79455, -0.35774,  0.49063
1405, 1405,  0.84598, -0.3809,  0.37314
1406, 1406,  0.77177, -0.47699,  0.42054
1407, 1407,  0.84598, -0.3809,  0.37314
1408, 1408,  0.81273, -0.5023,  0.29524
1409, 1409,  0.77177, -0.47699,  0.42054
1410, 1410,  0.8607, -0.25115,  0.44286
1411, 1411,  0.9118, -0.26606,  0.31277
1412, 1412,  0.84598, -0.3809,  0.37314
1413, 1413,  0.9118, -0.26606,  0.31277
1414, 1414,  0.8864, -0.39909,  0.23458
1415, 1415,  0.84598, -0.3809,  0.37314
1416, 1416,  0.84598, -0.3809,  0.37314
1417, 1417,  0.8864, -0.39909,  0.23458
1418, 1418,  0.81273, -0.5023,  0.29524
1419, 1419,  0.8864, -0.39909,  0.23458
1420, 1420,  0.84067, -0.51957,  0.15269
1421, 1421,  0.81273, -0.5023,  0.29524
1422, 1422,  0.9151, -0.12989,  0.38174
1423, 1423,  0.96101, -0.13641,  0.24053
1424, 1424,  0.9118, -0.26606,  0.31277
1425, 1425,  0.96101, -0.13641,  0.24053
1426, 1426,  0.94721, -0.2764,  0.16246
1427, 1427,  0.9118, -0.26606,  0.31277
1428, 1428,  0.9118, -0.26606,  0.31277
1429, 1429,  0.94721, -0.2764,  0.16246
1430, 1430,  0.8864, -0.39909,  0.23458
1431, 1431,  0.94721, -0.2764,  0.16246
1432, 1432,  0.9089, -0.40923,  0.08018
1433, 1433,  0.8864, -0.39909,  0.23458
1434, 1434,  0.8864, -0.39909,  0.23458
1435, 1435,  0.9089, -0.40923,  0.08018
1436, 1436,  0.84067, -0.51957,  0.15269
1437, 1437,  0.9089, -0.40923,  0.08018
1438, 1438,  0.85065, -0.52574,  0.00
1439, 1439,  0.84067, -0.51957,  0.15269
1440, 1440,  0.95106,  0.00,  0.30901
1441, 1441,  0.98706,  0.00,  0.16036
1442, 1442,  0.96101, -0.13641,  0.24053
1443, 1443,  0.98706,  0.00,  0.16036
1444, 1444,  0.98672, -0.14006,  0.08232
1445, 1445,  0.96101, -0.13641,  0.24053
1446, 1446,  0.96101, -0.13641,  0.24053
1447, 1447,  0.98672, -0.14006,  0.08232
1448, 1448,  0.94721, -0.2764,  0.16246
1449, 1449,  0.98672, -0.14006,  0.08232
1450, 1450,  0.95997, -0.28012,  0.00
1451, 1451,  0.94721, -0.2764,  0.16246
1452, 1452,  0.94721, -0.2764,  0.16246
1453, 1453,  0.95997, -0.28012,  0.00
1454, 1454,  0.9089, -0.40923,  0.08018
1455, 1455,  0.95997, -0.28012,  0.00
1456, 1456,  0.9089, -0.40923, -0.08018
1457, 1457,  0.9089, -0.40923,  0.08018
1458, 1458,  0.9089, -0.40923,  0.08018
1459, 1459,  0.9089, -0.40923, -0.08018
1460, 1460,  0.85065, -0.52574,  0.00
1461, 1461,  0.9089, -0.40923, -0.08018
1462, 1462,  0.84067, -0.51957, -0.15269
1463, 1463,  0.85065, -0.52574,  0.00
1464, 1464,  0.96471,  0.12989,  0.22904
1465, 1465,  0.98802,  0.13303,  0.07819
1466, 1466,  0.98706,  0.00,  0.16036
1467, 1467,  0.98802,  0.13303,  0.07819
1468, 1468,  1.00, -1.00000E-6,  0.00
1469, 1469,  0.98706,  0.00,  0.16036
1470, 1470,  0.98706,  0.00,  0.16036
1471, 1471,  1.00, -1.00000E-6,  0.00
1472, 1472,  0.98672, -0.14006,  0.08232
1473, 1473,  1.00, -1.00000E-6,  0.00
1474, 1474,  0.98672, -0.14006, -0.08232
1475, 1475,  0.98672, -0.14006,  0.08232
1476, 1476,  0.98672, -0.14006,  0.08232
1477, 1477,  0.98672, -0.14006, -0.08232
1478, 1478,  0.95997, -0.28012,  0.00
1479, 1479,  0.98672, -0.14006, -0.08232
1480, 1480,  0.94721, -0.2764, -0.16246
1481, 1481,  0.95997, -0.28012,  0.00
1482, 1482,  0.95997, -0.28012,  0.00
1483, 1483,  0.94721, -0.2764, -0.16246
1484, 1484,  0.9089, -0.40923, -0.08018
1485, 1485,  0.94721, -0.2764, -0.16246
1486, 1486,  0.88639, -0.39909, -0.23458
1487, 1487,  0.9089, -0.40923, -0.08018
1488, 1488,  0.9089, -0.40923, -0.08018
1489, 1489,  0.88639, -0.39909, -0.23458
1490, 1490,  0.84067, -0.51957, -0.15269
1491, 1491,  0.88639, -0.39909, -0.23458
1492, 1492,  0.81273, -0.5023, -0.29524
1493, 1493,  0.84067, -0.51957, -0.15269
1494, 1494,  0.95663,  0.25115,  0.14762
1495, 1495,  0.96722,  0.25393,  0.00
1496, 1496,  0.98802,  0.13303,  0.07819
1497, 1497,  0.96722,  0.25393,  0.00
1498, 1498,  0.98802,  0.13303, -0.07819
1499, 1499,  0.98802,  0.13303,  0.07819
1500, 1500,  0.98802,  0.13303,  0.07819
1501, 1501,  0.98802,  0.13303, -0.07819
1502, 1502,  1.00, -1.00000E-6,  0.00
1503, 1503,  0.98802,  0.13303, -0.07819
1504, 1504,  0.98706, -1.00000E-6, -0.16036
1505, 1505,  1.00, -1.00000E-6,  0.00
1506, 1506,  1.00, -1.00000E-6,  0.00
1507, 1507,  0.98706, -1.00000E-6, -0.16036
1508, 1508,  0.98672, -0.14006, -0.08232
1509, 1509,  0.98706, -1.00000E-6, -0.16036
1510, 1510,  0.96101, -0.13641, -0.24053
1511, 1511,  0.98672, -0.14006, -0.08232
1512, 1512,  0.98672, -0.14006, -0.08232
1513, 1513,  0.96101, -0.13641, -0.24053
1514, 1514,  0.94721, -0.2764, -0.16246
1515, 1515,  0.96101, -0.13641, -0.24053
1516, 1516,  0.9118, -0.26607, -0.31277
1517, 1517,  0.94721, -0.2764, -0.16246
1518, 1518,  0.94721, -0.2764, -0.16246
1519, 1519,  0.9118, -0.26607, -0.31277
1520, 1520,  0.88639, -0.39909, -0.23458
1521, 1521,  0.9118, -0.26607, -0.31277
1522, 1522,  0.84598, -0.3809, -0.37314
1523, 1523,  0.88639, -0.39909, -0.23458
1524, 1524,  0.88639, -0.39909, -0.23458
1525, 1525,  0.84598, -0.3809, -0.37314
1526, 1526,  0.81273, -0.5023, -0.29524
1527, 1527,  0.84598, -0.3809, -0.37314
1528, 1528,  0.77177, -0.47699, -0.42054
1529, 1529,  0.81273, -0.5023, -0.29524
1530, 1530,  0.93119,  0.35774,  0.07009
1531, 1531,  0.93119,  0.35774, -0.07009
1532, 1532,  0.96722,  0.25393,  0.00
1533, 1533,  0.93119,  0.35774, -0.07009
1534, 1534,  0.95663,  0.25115, -0.14762
1535, 1535,  0.96722,  0.25393,  0.00
1536, 1536,  0.96722,  0.25393,  0.00
1537, 1537,  0.95663,  0.25115, -0.14762
1538, 1538,  0.98802,  0.13303, -0.07819
1539, 1539,  0.95663,  0.25115, -0.14762
1540, 1540,  0.96471,  0.12989, -0.22904
1541, 1541,  0.98802,  0.13303, -0.07819
1542, 1542,  0.98802,  0.13303, -0.07819
1543, 1543,  0.96471,  0.12989, -0.22904
1544, 1544,  0.98706, -1.00000E-6, -0.16036
1545, 1545,  0.96471,  0.12989, -0.22904
1546, 1546,  0.95106,  0.00, -0.30901
1547, 1547,  0.98706, -1.00000E-6, -0.16036
1548, 1548,  0.98706, -1.00000E-6, -0.16036
1549, 1549,  0.95106,  0.00, -0.30901
1550, 1550,  0.96101, -0.13641, -0.24053
1551, 1551,  0.95106,  0.00, -0.30901
1552, 1552,  0.9151, -0.12989, -0.38174
1553, 1553,  0.96101, -0.13641, -0.24053
1554, 1554,  0.96101, -0.13641, -0.24053
1555, 1555,  0.9151, -0.12989, -0.38174
1556, 1556,  0.9118, -0.26607, -0.31277
1557, 1557,  0.9151, -0.12989, -0.38174
1558, 1558,  0.8607, -0.25115, -0.44286
1559, 1559,  0.9118, -0.26607, -0.31277
1560, 1560,  0.9118, -0.26607, -0.31277
1561, 1561,  0.8607, -0.25115, -0.44286
1562, 1562,  0.84598, -0.3809, -0.37314
1563, 1563,  0.8607, -0.25115, -0.44286
1564, 1564,  0.79455, -0.35774, -0.49063
1565, 1565,  0.84598, -0.3809, -0.37314
1566, 1566,  0.84598, -0.3809, -0.37314
1567, 1567,  0.79455, -0.35774, -0.49063
1568, 1568,  0.77177, -0.47699, -0.42054
1569, 1569,  0.79455, -0.35774, -0.49063
1570, 1570,  0.72361, -0.44722, -0.52573
1571, 1571,  0.77177, -0.47699, -0.42054
1572, 1572,  0.71215, -0.35774, -0.60404
1573, 1573,  0.63845, -0.47699, -0.60404
1574, 1574,  0.72361, -0.44722, -0.52573
1575, 1575,  0.68716, -0.25115, -0.68172
1576, 1576,  0.6163, -0.3809, -0.68927
1577, 1577,  0.71215, -0.35774, -0.60404
1578, 1578,  0.64584, -0.12989, -0.75234
1579, 1579,  0.57923, -0.26606, -0.77052
1580, 1580,  0.68716, -0.25115, -0.68172
1581, 1581,  0.58779,  0.00, -0.80902
1582, 1582,  0.52573, -0.13641, -0.83964
1583, 1583,  0.64584, -0.12989, -0.75234
1584, 1584,  0.51595,  0.12989, -0.84672
1585, 1585,  0.45753,  1.00000E-6, -0.8892
1586, 1586,  0.58779,  0.00, -0.80902
1587, 1587,  0.43601,  0.25115, -0.86419
1588, 1588,  0.37968,  0.13303, -0.9155
1589, 1589,  0.51595,  0.12989, -0.84672
1590, 1590,  0.35441,  0.35774, -0.86395
1591, 1591,  0.29888,  0.25393, -0.91988
1592, 1592,  0.43601,  0.25115, -0.86419
1593, 1593,  0.71215, -0.35774, -0.60404
1594, 1594,  0.6163, -0.3809, -0.68927
1595, 1595,  0.63845, -0.47699, -0.60404
1596, 1596,  0.6163, -0.3809, -0.68927
1597, 1597,  0.53194, -0.5023, -0.68171
1598, 1598,  0.63845, -0.47699, -0.60404
1599, 1599,  0.68716, -0.25115, -0.68172
1600, 1600,  0.57923, -0.26606, -0.77052
1601, 1601,  0.6163, -0.3809, -0.68927
1602, 1602,  0.57923, -0.26606, -0.77052
1603, 1603,  0.49701, -0.3991, -0.77052
1604, 1604,  0.6163, -0.3809, -0.68927
1605, 1605,  0.6163, -0.3809, -0.68927
1606, 1606,  0.49701, -0.3991, -0.77052
1607, 1607,  0.53194, -0.5023, -0.68171
1608, 1608,  0.49701, -0.3991, -0.77052
1609, 1609,  0.40501, -0.51957, -0.75234
1610, 1610,  0.53194, -0.5023, -0.68171
1611, 1611,  0.64584, -0.12989, -0.75234
1612, 1612,  0.52573, -0.13641, -0.83964
1613, 1613,  0.57923, -0.26606, -0.77052
1614, 1614,  0.52573, -0.13641, -0.83964
1615, 1615,  0.44722, -0.2764, -0.85065
1616, 1616,  0.57923, -0.26606, -0.77052
1617, 1617,  0.57923, -0.26606, -0.77052
1618, 1618,  0.44722, -0.2764, -0.85065
1619, 1619,  0.49701, -0.3991, -0.77052
1620, 1620,  0.44722, -0.2764, -0.85065
1621, 1621,  0.35712, -0.40923, -0.83964
1622, 1622,  0.49701, -0.3991, -0.77052
1623, 1623,  0.49701, -0.3991, -0.77052
1624, 1624,  0.35712, -0.40923, -0.83964
1625, 1625,  0.40501, -0.51957, -0.75234
1626, 1626,  0.35712, -0.40923, -0.83964
1627, 1627,  0.26287, -0.52574, -0.80901
1628, 1628,  0.40501, -0.51957, -0.75234
1629, 1629,  0.58779,  0.00, -0.80902
1630, 1630,  0.45753,  1.00000E-6, -0.8892
1631, 1631,  0.52573, -0.13641, -0.83964
1632, 1632,  0.45753,  1.00000E-6, -0.8892
1633, 1633,  0.38321, -0.14006, -0.91298
1634, 1634,  0.52573, -0.13641, -0.83964
1635, 1635,  0.52573, -0.13641, -0.83964
1636, 1636,  0.38321, -0.14006, -0.91298
1637, 1637,  0.44722, -0.2764, -0.85065
1638, 1638,  0.38321, -0.14006, -0.91298
1639, 1639,  0.29665, -0.28012, -0.91298
1640, 1640,  0.44722, -0.2764, -0.85065
1641, 1641,  0.44722, -0.2764, -0.85065
1642, 1642,  0.29665, -0.28012, -0.91298
1643, 1643,  0.35712, -0.40923, -0.83964
1644, 1644,  0.29665, -0.28012, -0.91298
1645, 1645,  0.20462, -0.40923, -0.88919
1646, 1646,  0.35712, -0.40923, -0.83964
1647, 1647,  0.35712, -0.40923, -0.83964
1648, 1648,  0.20462, -0.40923, -0.88919
1649, 1649,  0.26287, -0.52574, -0.80901
1650, 1650,  0.20462, -0.40923, -0.88919
1651, 1651,  0.11456, -0.51957, -0.84671
1652, 1652,  0.26287, -0.52574, -0.80901
1653, 1653,  0.51595,  0.12989, -0.84672
1654, 1654,  0.37968,  0.13303, -0.9155
1655, 1655,  0.45753,  1.00000E-6, -0.8892
1656, 1656,  0.37968,  0.13303, -0.9155
1657, 1657,  0.30902,  1.00000E-6, -0.95106
1658, 1658,  0.45753,  1.00000E-6, -0.8892
1659, 1659,  0.45753,  1.00000E-6, -0.8892
1660, 1660,  0.30902,  1.00000E-6, -0.95106
1661, 1661,  0.38321, -0.14006, -0.91298
1662, 1662,  0.30902,  1.00000E-6, -0.95106
1663, 1663,  0.22662, -0.14006, -0.96386
1664, 1664,  0.38321, -0.14006, -0.91298
1665, 1665,  0.38321, -0.14006, -0.91298
1666, 1666,  0.22662, -0.14006, -0.96386
1667, 1667,  0.29665, -0.28012, -0.91298
1668, 1668,  0.22662, -0.14006, -0.96386
1669, 1669,  0.1382, -0.2764, -0.95105
1670, 1670,  0.29665, -0.28012, -0.91298
1671, 1671,  0.29665, -0.28012, -0.91298
1672, 1672,  0.1382, -0.2764, -0.95105
1673, 1673,  0.20462, -0.40923, -0.88919
1674, 1674,  0.1382, -0.2764, -0.95105
1675, 1675,  0.05082, -0.3991, -0.9155
1676, 1676,  0.20462, -0.40923, -0.88919
1677, 1677,  0.20462, -0.40923, -0.88919
1678, 1678,  0.05082, -0.3991, -0.9155
1679, 1679,  0.11456, -0.51957, -0.84671
1680, 1680,  0.05082, -0.3991, -0.9155
1681, 1681, -0.02964, -0.5023, -0.86418
1682, 1682,  0.11456, -0.51957, -0.84671
1683, 1683,  0.43601,  0.25115, -0.86419
1684, 1684,  0.29888,  0.25393, -0.91988
1685, 1685,  0.37968,  0.13303, -0.9155
1686, 1686,  0.29888,  0.25393, -0.91988
1687, 1687,  0.23095,  0.13303, -0.96383
1688, 1688,  0.37968,  0.13303, -0.9155
1689, 1689,  0.37968,  0.13303, -0.9155
1690, 1690,  0.23095,  0.13303, -0.96383
1691, 1691,  0.30902,  1.00000E-6, -0.95106
1692, 1692,  0.23095,  0.13303, -0.96383
1693, 1693,  0.15251,  1.00000E-6, -0.9883
1694, 1694,  0.30902,  1.00000E-6, -0.95106
1695, 1695,  0.30902,  1.00000E-6, -0.95106
1696, 1696,  0.15251,  1.00000E-6, -0.9883
1697, 1697,  0.22662, -0.14006, -0.96386
1698, 1698,  0.15251,  1.00000E-6, -0.9883
1699, 1699,  0.06821, -0.13641, -0.9883
1700, 1700,  0.22662, -0.14006, -0.96386
1701, 1701,  0.22662, -0.14006, -0.96386
1702, 1702,  0.06821, -0.13641, -0.9883
1703, 1703,  0.1382, -0.2764, -0.95105
1704, 1704,  0.06821, -0.13641, -0.9883
1705, 1705, -0.0157, -0.26606, -0.96383
1706, 1706,  0.1382, -0.2764, -0.95105
1707, 1707,  0.1382, -0.2764, -0.95105
1708, 1708, -0.0157, -0.26606, -0.96383
1709, 1709,  0.05082, -0.3991, -0.9155
1710, 1710, -0.0157, -0.26606, -0.96383
1711, 1711, -0.09345, -0.3809, -0.91988
1712, 1712,  0.05082, -0.3991, -0.9155
1713, 1713,  0.05082, -0.3991, -0.9155
1714, 1714, -0.09345, -0.3809, -0.91988
1715, 1715, -0.02964, -0.5023, -0.86418
1716, 1716, -0.09345, -0.3809, -0.91988
1717, 1717, -0.16147, -0.47699, -0.86395
1718, 1718, -0.02964, -0.5023, -0.86418
1719, 1719,  0.35441,  0.35774, -0.86395
1720, 1720,  0.22109,  0.35774, -0.90727
1721, 1721,  0.29888,  0.25393, -0.91988
1722, 1722,  0.22109,  0.35774, -0.90727
1723, 1723,  0.15521,  0.25115, -0.95542
1724, 1724,  0.29888,  0.25393, -0.91988
1725, 1725,  0.29888,  0.25393, -0.91988
1726, 1726,  0.15521,  0.25115, -0.95542
1727, 1727,  0.23095,  0.13303, -0.96383
1728, 1728,  0.15521,  0.25115, -0.95542
1729, 1729,  0.08028,  0.12989, -0.98827
1730, 1730,  0.23095,  0.13303, -0.96383
1731, 1731,  0.23095,  0.13303, -0.96383
1732, 1732,  0.08028,  0.12989, -0.98827
1733, 1733,  0.15251,  1.00000E-6, -0.9883
1734, 1734,  0.08028,  0.12989, -0.98827
1735, 1735,  0.00,  0.00, -1.00
1736, 1736,  0.15251,  1.00000E-6, -0.9883
1737, 1737,  0.15251,  1.00000E-6, -0.9883
1738, 1738,  0.00,  0.00, -1.00
1739, 1739,  0.06821, -0.13641, -0.9883
1740, 1740,  0.00,  0.00, -1.00
1741, 1741, -0.08028, -0.12989, -0.98827
1742, 1742,  0.06821, -0.13641, -0.9883
1743, 1743,  0.06821, -0.13641, -0.9883
1744, 1744, -0.08028, -0.12989, -0.98827
1745, 1745, -0.0157, -0.26606, -0.96383
1746, 1746, -0.08028, -0.12989, -0.98827
1747, 1747, -0.15521, -0.25115, -0.95542
1748, 1748, -0.0157, -0.26606, -0.96383
1749, 1749, -0.0157, -0.26606, -0.96383
1750, 1750, -0.15521, -0.25115, -0.95542
1751, 1751, -0.09345, -0.3809, -0.91988
1752, 1752, -0.15521, -0.25115, -0.95542
1753, 1753, -0.22109, -0.35774, -0.90727
1754, 1754, -0.09345, -0.3809, -0.91988
1755, 1755, -0.09345, -0.3809, -0.91988
1756, 1756, -0.22109, -0.35774, -0.90727
1757, 1757, -0.16147, -0.47699, -0.86395
